번호,의안명,제안자,제안일자,소관 위원회,위원회 회부일,위원회 의결일(상정일),위원회 처리결과,제안회기,본회의 의결일(상정일),본회의 처리결과,집행부 이송일,공포일자,공포번호,,,
1352,서울특별시 광진구 청소년시설 설치 및 운영에 관한 조례 일부개정조례안,광진구청장(교육지원과),2017-05-11,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제954호,,,
1353,서울특별시 광진구 청소년통행 금지구역 통행제한구역 지정 및 운영에 관한 조례 일부개정 조례안,광진구청장(교육지원과),2017-05-11,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제955호,,,
1354,서울특별시 광진구 장학기금 관리조례 일부개정 조례안,광진구청장(교육지원과),2017-05-11,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제956호,,,
1355,서울특별시 광진구 청소년위원회 구성 및 운영에 관한 조례 전부개정조례안,광진구청장(교육지원과),2017-05-11,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제957호,,,
1356,2017년도 서울특별시 광진구의회 행정사무감사 시기 및 기간 변경의 건,없음,2017-05-15,없음,없음,없음,없음,제208회,없음,원안가결,없음,없음,없음,,,
1357,서울특별시 광진구 부실공사 방지조례안,안문환,2017-05-15,기획행정위원회,2017-05-18,2017-06-12,수정가결,제209회,2017-06-14,수정가결,2017-06-19,2017-07-12,제949호,,,
1358,2016회계연도 일반 특별회계 예비비 사용 승인의 건,없음,2017-05-11,예산결산특별위원회,없음,없음,없음,제209회,2017-06-14,승인,2017-06-19,없음,없음,,,
1359,2016회계연도 일반 특별회계 세입 세출 결산 승인의 건,없음,2017-05-18,예산결산특별위원회,없음,없음,없음,제209회,2017-06-14,승인,2017-06-19,없음,없음,,,
1360,광진구청장 및 관계공무원 출석요구의 건,없음,2017-05-22,없음,없음,없음,없음,제209회,2017-05-23,원안가결,없음,없음,없음,,,
1361,2017년도 서울특별시 광진구의회 기획행정위원회 행정사무감사 결과보고서(안),김영옥,2017-06-09,기획행정위원회,없음,없음,채택,제209회,2017-06-14,채택,2017-06-19,없음,없음,,,
1362,2017년도 서울특별시 광진구의회 복지건설위원회 행정사무감사 결과보고서(안),공영목,2017-06-09,복지건설위원회,없음,없음,채택,제209회,2017-06-14,채택,2017-06-19,없음,없음,,,
1363,자양1존치정비구역 재정비촉진계획 변경(안) 수립에 관한 의견청취의 건,광진구청장(도시계획과),2017-06-12,복지건설위원회,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
1364,서울특별시 광진구 평생교육 진흥 조례 전부개정조례안,광진구청장(교육지원과),2017-06-27,기획행정위원회,2017-09-01,2017-09-08,수정가결,제210회,2017-09-14,수정가결,2017-09-15,2017-09-22,제958호,,,
1365,서울특별시 광진구 새마을장학금 지급 조례 일부개정조례안,광진구청장(자치행정과),2017-06-27,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제959호,,,
1366,서울특별시 광진구 지방공무원 복무 조례 일부개정조례안,광진구청장(총무과),2017-06-27,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제960호,,,
1367,서울특별시 광진구 영상정보처리기기 및 CCTV 통합관제센터 설치·운영 조례안,광진구청장(디지털정보과),2017-06-27,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제961호,,,
1368,서울특별시 광진구 구세 기본 조례 전부개정조례안,광진구청장(세무1과),2017-06-27,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제962호,,,
1369,서울특별시 광진구 구세 징수 조례안,광진구청장(세무1과),2017-06-27,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제963호,,,
1370,서울특별시 광진구 세입징수포상금 지급 조례 일부개정조례안,광진구청장(세무2과),2017-06-27,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제964호,,,
1371,서울특별시 광진구 지역보건의료심의위원회 설치 조례 일부개정조례안,광진구청장(보건위생과),2017-06-27,복지건설위원회,2017-09-01,2017-09-06,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제965호,,,
1372,서울특별시 광진구 민주시민교육에 관한 조례안,전병주,2017-06-30,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-10-17,제973호,,,
1373,서울특별시 광진구 장애인 문화예술활동 지원 조례안,"전병주, 고양석(전병주)",2017-06-30,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-10-17,제972호,,,
1374,서울특별시 광진구 홀로사는 노인 고독사 예방 및 지원에 관한 조례,정관훈,2017-06-30,복지건설위원회,2017-09-01,2017-09-06,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-10-17,제974호,,,
1375,서울특별시 광진구 공인조례 일부개정조례안,광진구청장(민원여권과),2017-08-24,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제966호,,,
1376,서울특별시 광진구 지역치안협의회 설치 및 운영에 관한 조례,광진구청장(총무과),2017-08-24,기획행정위원회,2017-09-01,2017-09-08,수정가결,제210회,2017-09-14,수정가결,2017-09-15,2017-09-22,제967호,,,
1377,서울특별시 광진구 주민투표에 관한 조례 일부개정조례안,광진구청장(자치행정과),2017-08-24,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제968호,,,
1378,서울특별시 광진구 범죄피해자 보호 조례안,광진구청장(자치행정과),2017-08-24,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제969호,,,
1379,서울특별시광진구 심폐소생을 위한 응급의료 지원에 관한 조례안,광진구청장(건강관리과),2017-08-24,복지건설위원회,2017-09-01,2017-09-06,원안가결,제210회,2017-09-14,원안가결,2017-09-15,2017-09-22,제970호,,,
1380,서울특별시 광진구 도로복구원인자부담금 징수조례전부개정조례안,광진구청장(도로과),2017-08-24,복지건설위원회,2017-09-01,2017-09-06,2017-09-06,제210회,2017-09-14,2017-09-06,2017-09-15,2017-09-22,제971호,,,
1381,광진구 노동복지센터 관리 및 운영 민간위탁 동의안,광진구청장(일자리정책과),2017-08-24,기획행정위원회,2017-09-01,2017-09-08,원안가결,제210회,2017-09-14,원안가결,2017-09-15,없음,없음,,,
1382,2017년도 제1회 일반특별회계 세입세출 추가경정예산안,광진구청장(기획홍보과),2017-08-31,예산결산특별위원회,2017-09-01,2017-09-13,수정가결,제210회,2017-09-14,수정가결,2017-09-15,없음,없음,,,
1383,2018년도 (재)광진문화재단 출연 동의(안),광진구청장(문화체육과),2017-09-20,기획행정위원회,2017-10-12,2017-10-18,부결,제211회,2017-10-23,없음,2017-10-25,없음,없음,,,
1384,서울특별시 광진구 석면안전관리 및 지원에 관한 조례안,"공영목,이상욱,김기란,김수범,박삼례,정관훈,지경원(이상욱)",2017-09-25,복지건설위원회,2017-10-12,2017-10-18,원안가결,제211회,2017-10-23,원안가결,2017-10-25,2017-11-20,제979호,,,
1385,서울특별시 광진구 동물보호에 관한 조례안,"공영목,이상욱,김기란,김수범,박삼례,정관훈,지경원(김수범)",2017-09-25,기획행정위원회,2017-10-12,2017-10-18,원안가결,제211회,2017-10-23,원안가결,2017-10-25,2017-11-20,제978호,,,
1386,2018년 지방세 발전기금 출연동의안,광진구청장(세무1과),2017-09-29,기획행정위원회,2017-10-12,2017-10-18,원안가결,제211회,2017-10-23,원안가결,2017-10-25,없음,없음,,,
1387,서울특별시 광진구 통반설치 조례 일부개정조례안,광진구청장(자치행정과),2017-10-10,기획행정위원회,2017-10-12,2017-10-18,원안가결,제211회,2017-10-23,원안가결,2017-10-25,2017-11-06,제975호,,,
1388,서울특별시 광진구 장사 등에 관한 조례 일부개정조례안,광진구청장(어르신복지과),2017-10-10,복지건설위원회,2017-10-12,2017-10-18,원안가결,제211회,2017-10-23,원안가결,2017-10-25,2017-11-06,제976호,,,
1389,서울특별시 광진구 지역보건법 위반과태료부과 징수조례 일부개정조례안,광진구청장(보건의료과),2017-10-10,복지건설위원회,2017-10-12,2017-10-18,원안가결,제211회,2017-10-23,원안가결,2017-10-25,2017-11-06,제977호,,,
1390,2018년도 (재)광진문화재단 출연 동의(안) 본회의 부의 요구,전병주,2017-10-23,기획행정위원회,2017-10-12,없음,부 결,제211회,2017-10-23,부   결,2017-10-25,없음,없음,,,
1391,서울특별시 광진구 노인학대 예방 및 보호에 관한 조례안,정관훈,2017-11-06,복지건설위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2018-01-16,제986호,,,
1392,제3기(2015~2018) 지역사회보장계획의 2018년도 연차별 시행계획안,광진구청장(복지정책과),2017-11-10,복지건설위원회,없음,없음,없음,제212회,없음,없음,없음,없음,없음,,,
1393,2018년도 (재)광진문화재단 출연 동의(안) ,광진구청장(문화체육과),2017-11-15,기획행정위원회,2017-12-14,없음,없음,제212회,2017-12-18,원안가결,2017-12-21,없음,없음,,,
1394,서울특별시 광진구 행정사무의 민간위탁에 관한 조례 전부개정조례안 ,오현정,2017-11-15,기획행정위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2018-01-16,제985호,,,
1395,2018년도 서울특별시 광진구 구유재산 관리계획(안) ,광진구청장(재무과),2018-11-20,기획행정위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,없음,없음,,,
1396,서울특별시 광진구 인터넷시스템 설치 및 운영에 관한 조례 일부개정조례안,광진구청장(디지털정보과),2017-11-17,기획행정위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2017-12-29,제980호,,,
1397,서울특별시 광진구 정보화 기본조례 일부개정조례안,광진구청장(디지털정보과),2017-11-17,기획행정위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2017-12-29,제981호,,,
1398,서울특별시 광진구 개인하수처리시설 관리 및 분뇨 등의 처리에 관한 조례 일부개정조례안,광진구청장(청소과),2017-11-17,복지건설위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2017-12-29,제982호,,,
1399,서울특별시 광진구 공동주택관리에 관한 감사조례안,광진구청장(주택과),2017-11-17,복지건설위원회,2017-11-21,2017-12-01,수정가결,제212회,2017-12-20,수정가결,2017-12-21,2017-12-29,제983호,,,
1400,서울특별시 광진구 정신건강증신센터 설치 및 운영 조례 일부개정조례안,광진구청장(건강관리과),2017-11-17,복지건설위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2017-12-29,제984호,,,
1401,서울특별시 광진구 노인복지 증진에 관한 조례 일부개정조례안,오현정,2017-11-17,복지건설위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2018-01-16,제987호,,,
1402,서울특별시 광진구 경력단절여성등의 경제활동 촉진에 관한 조례안,"공영목,이상욱,김기란,김수범,박삼례,정관훈,지경원(이상욱)",2017-11-17,복지건설위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2018-01-16,제988호,,,
1403,서울특별시 광진구 간접흡연 피해방지 조례 일부개정조례안,"공영목,이상욱,김기란,김수범,박삼례,정관훈,지경원(이상욱)",2017-11-17,복지건설위원회,2017-11-21,2017-12-01,원안가결,제212회,2017-12-20,원안가결,2017-12-21,2018-01-16,제989호,,,
1404,서울특별시 광진구 자치분권 촉진 및 지원 조례안,"전병주,박삼례,고양석오현정(전병주)",2017-11-22,기획행정위원회,2018-02-05,2018-02-23,부 결,제213회,없음,없음,없음,없음,없음,,,
1405,광진구청장 및 관계공무원 출석요구의 건,전병주,없음,없음,없음,없음,없음,제212회,2017-11-27,없음,없음,없음,없음,,,
1406,2018회계연도 일반특별회계 세입세출 예산안 ,없음,2017-11-20,예산결산특별위원회,2017-11-21,없음,수정가결,제212회,2017-12-20,수정가결,2017-12-21,없음,없음,,,
1407,2018회계연도  기금운용계획안,없음,2017-11-21,예산결산특별위원회,2017-11-21,없음,수정가결,제212회,2017-12-20,수정가결,2017-12-21,없음,없음,,,
1408,지방분권개헌실현 촉구 결의안 발의,"오현정,박삼례,전병주(전병주)",2017-12-04,의회운영위원회,2018-02-05,2018-02-23,심사보류,제213회,없음,없음,없음,없음,없음,,,
1409,2018회계연도 일반특별회계 세입세출예산안에 대한 수정안,김창현,2017-12-19,없음,없음,없음,없음,제212회,2017-12-20,수정가결,2017-12-21,없음,없음,,,
1410,2018회계연도 기금운용계획안에 대한 수정안,김창현,2017-12-19,없음,없음,없음,없음,제212회,2017-12-20,수정가결,2017-12-21,없음,없음,,,
1411,서울특별시 광진구 공동주택 관리에 관한 감사 조례 일부개정조례안,이상욱,2018-02-05,복지건설위원회,2018-02-05,2018-02-23,원안가결,제213회,2018-02-26,원안가결,2018-02-26,2018-03-26,제990호,,,
1412,2018년도 수시분 서울특별시 광진구 구유재산관리계획안,광진구청장(재무과),2018-02-09,기획행정위원회,2018-03-15,2018-03-22,부 결,제214회,2018-03-23,원안가결,2018-03-26,없음,없음,,,
1413,2017회계연도 광진구 결산검사위원 선임안,없음,없음,없음,없음,없음,없음,제213회,2018-02-26,가  결,없음,없음,없음,,,
1414,광진구 육아종합지원센터 재위탁 동의안,광진구청장(가정복지과),2018-03-08,복지건설위원회,2018-03-15,2018-03-22,원안가결,제214회,2018-03-23,원안가결,2018-03-26,없음,없음,,,
1415,서울특별시 광진구 부부의 날 기념에 관한 조례안,정관훈,2018-03-07,복지건설위원회,2018-03-15,2018-03-22,원안가결,제214회,2018-03-23,원안가결,2018-03-26,2018-04-13,제996호,,,
1416,서울특별시 광진구 미세먼지 피해 저감 및 지원에 관한 조례안,정관훈,2018-03-07,복지건설위원회,2018-03-15,2018-03-22,원안가결,제214회,2018-03-23,원안가결,2018-03-26,2018-04-13,제997호,,,
1417,서울특별시 광진구 수수료 징수조례 일부개정조례안,광진구청장(세무1과),2018-03-14,기획행정위원회,2018-03-15,2018-03-22,원안가결,제214회,2018-03-23,원안가결,2018-03-26,2018-04-05,제991호,,,
1418,서울특별시 광진구 구세 감면 조례 일부개정조례안,광진구청장(세무1과),2018-03-14,기획행정위원회,2018-03-15,2018-03-22,원안가결,제214회,2018-03-23,원안가결,2018-03-26,2018-04-05,제992호,,,
1419,서울특별시 광진구 복지재단 설립 및 운영에 관한 조례제정안,광진구청장(복지정책과),2018-03-14,복지건설위원회,없음,없음,없음,없음,없음,임기만료폐기,없음,없음,없음,,,
1420,서울특별시 광진구 국가보훈대상자 예우 및 지원에 관한 조례 일부개정조례안,광진구청장(복지정책과),2018-03-14,복지건설위원회,2018-03-15,2018-03-22,원안가결,제214회,2018-03-23,원안가결,2018-03-26,2018-04-05,제993호,,,
1421,서울특별시 광진구 출산양육지원금에 관한 조례 일부개정조례안,광진구청장(가정복지과),2018-03-14,복지건설위원회,2018-03-15,2018-03-22,원안가결,제214회,2018-03-23,원안가결,2018-03-26,2018-04-05,제994호,,,
1422,서울특별시 광진구 음식물류폐기물 발생억제 수집운반 및 재활용에 관한 조례 일부개정조례안,광진구청장(청소과),2018-03-14,복지건설위원회,2018-03-15,2018-03-22,원안가결,제214회,2018-03-23,원안가결,2018-03-26,2018-04-05,제995호,,,
1423,2018년도 수시분 서울특별시 광진구 구유재산관리계획안 본회의 부의 요구,전병주,2018-03-22,없음,없음,없음,없음,제214회,2018-03-23,원안가결,없음,없음,없음,,,
1424,2018년도 수시분 서울특별시 광진구구유재산관리계획안,광진구청장(재무과),2018-06-11,기획행정위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,없음,없음,,,
1425,도시관리계획(도시계획시설:공공청사)결정(안)에 관한 의견제시의 건,광진구청장(도시계획과),2018-06-12,복지건설위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,없음,없음,,,
1426,서울특별시 광진구 지방공무원 정원 일부개정조례안,광진구청장(총무과),2018-06-11,기획행정위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-29,제998호,,,
1427,서울특별시 광진구 남북교류 협력에 관한 조례안,광진구청장(총무과),2018-06-11,기획행정위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-29,제999호,,,
1428,서울특별시 광진구 자치회관 설치 및 운영 조례 일부개정조례안,광진구청장(자치행정과),2018-06-11,기획행정위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-29,제1000호,,,
1429,서울특별시 광진구 주민참여예산제 운영에 관한 조례 일부개정조례안,광진구청장(기획홍보과),2018-06-11,기획행정위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-29,제1001호,,,
1430,서울특별시 광진구 계약심의위원회 구성운영및 주민참여감독대상 공사범위 등에 관한 일부개정조례안,광진구청장(재무과),2018-06-11,기획행정위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-29,제1002호,,,
1431,서울특별시 광진구 도로점용허가 및 점용료 등 징수조례 일부개정조례안,광진구청장(건설관리과),2018-06-11,복지건설위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-29,제1003호,,,
1432,서울특별시 광진구 주택의 소방시설 설치지원에 관한 조례안,광진구청장(주택과),2018-06-11,복지건설위원회,2018-06-19,2018-06-21,수정가결,제215회,2018-06-22,수정가결,2018-06-22,2018-06-29,제1004호,,,
1433,서울특별시 광진구의회 의원 행동강령 조례안,"공영목,김영옥(공영목)",2018-06-19,의회운영위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-07-20,제1005호,,,
1434,서울특별시 광진구의회 위원회 조례 일부개정조례안,"공영목,김영옥(공영목)",2018-06-19,의회운영위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-07-20,제1006호,,,
1435,서울특별시 광진구의회 정례회의 등 운영에 관한 조례 일부개정조례안,"공영목,김영옥(공영목)",2018-06-19,의회운영위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-07-20,제1007호,,,
1436,서울특별시 광진구의회 회의규칙 일부개정규칙안,"공영목,김영옥(공영목)",2018-06-19,의회운영위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-22,제19호,,,
1437,서울특별시 광진구의회 사무국 직무대리 규정안,"공영목,김영옥(공영목)",2018-06-19,의회운영위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-22,제30호,,,
1438,서울특별시 광진구의회 의원 의정활동 지원용 물품 등의 관리에 관한 규정안,"공영목,김영옥(공영목)",2018-06-19,의회운영위원회,2018-06-19,2018-06-21,원안가결,제215회,2018-06-22,원안가결,2018-06-22,2018-06-22,제31호,,,
1439,2018년도 서울특별시 광진구의회 의회운영위원회 행정사무감사계획서안,의회운영위원장,2018-07-23,의회운영위원회,없음,2018-07-24,원안가결,제217회,2018-07-24,원안가결,2018-07-24,없음,없음,,,
1440,2018년도 서울특별시 광진구의회 기획행정위원회 행정사무감사계획서안,기획행정위원장,2018-07-23,기획행정위원회,없음,2018-07-24,원안가결,제217회,2018-07-24,원안가결,2018-07-24,없음,없음,,,
1441,2018년도 서울특별시 광진구의회 복지건설위원회 행정사무감사계획서안,복지건설위원장,2018-07-23,복지건설위원회,없음,2018-07-24,원안가결,제217회,2018-07-24,원안가결,2018-07-24,없음,없음,,,
1442,2018년도 서울특별시 광진구의회 행정사무감사계획서안,의회운영위원장,2018-07-23,의회운영위원회,없음,2018-07-24,원안가결,제217회,2018-07-24,원안가결,2018-07-24,없음,없음,,,
1443,서울특별시 광진구의회 회의규칙 일부개정규칙(안),이경호,2018-07-24,의회운영위원회,2018-08-28,2018-09-17,부결,제219회,없음,없음,없음,없음,없음,,,
1444,서울특별시 광진구 행정기구 설치조례 일부개정조례안,광진구청장(총무과),2018-08-27,기획행정위원회,2018-08-28,2018-09-17,원안가결,제219회,2018-09-18,원안가결,2018-09-19,2018-09-21,제1008호,,,
1445,서울특별시 광진구 지방공무원 정원조례 일부개정조례안,광진구청장(총무과),2018-08-27,기획행정위원회,2018-08-28,2018-09-17,없음,제219회,2018-09-18,없음,없음,없음,없음,,,
1446,서울특별시 광진구 자치회관 설치 및 운영 조례 일부개정조례안,광진구청장(자치행정과),2018-08-27,기획행정위원회,2018-08-28,2018-09-17,심사보류,제219회,없음,없음,없음,없음,없음,,,
1447,서울특별시 광진구 문화예술 진흥에 관한 조례안,광진구청장(문화체육과),2018-08-27,기획행정위원회,2018-08-28,2018-09-17,원안가결,제219회,2018-09-18,원안가결,2018-09-19,2018-09-21,제1010호,,,
1448,서울특별시 광진구 제안제도 운영조례 일부개정조례안,광진구청장(기획홍보과),2018-08-27,기획행정위원회,2018-08-28,2018-09-17,원안가결,제219회,2018-09-18,원안가결,2018-09-19,2018-09-21,제1011호,,,
1449,서울특별시 광진구 옥외광고물 등 관리조례 일부개정조례안,광진구청장(도시계획과),2018-08-27,복지건설위원회,2018-08-28,2018-09-17,수정가결,제219회,2018-09-18,수정가결,2018-09-19,2018-09-22,제1012호,,,
1450,광진구청장 및 관계공무원 출석 요구의 건,없음,2018-08-29,없음,없음,없음,없음,제219회,없음,가결,없음,없음,없음,,,
1451,2017회계연도 일반특별회계 예비비 사용승인안,광진구청장(기획홍보과),2018-08-21,예산결산특별위원회,2018-08-28,2018-09-17,승인,제219회,없음,승인,2018-09-19,없음,없음,,,
1452,2017회계연도 결산승인 신청안,광진구청장(재무과),2018-08-16,예산결산특별위원회,2018-08-28,2018-09-17,승인,제219회,없음,승인,2018-09-19,없음,없음,,,
1453,2018년도 제1회 일반특별회계 세입세출 추가경정예산안,광진구청장(기획홍보과),2018-08-29,예산결산특별위원회,2018-08-28,2018-09-17,원안가결,제219회,2018-09-18,원안가결,2018-09-19,없음,없음,,,
1454,2018년 광진구의회 기획행정위원회 행정사무감사 결과보고서,기획행정위원장,2018-09-12,기획행정위원회,없음,2018-09-17,가결,제219회,2018-09-18,가결,2018-09-19,없음,없음,,,
1455,2018년 광진구의회 복지건설위원회 행정사무감사 결과보고서,복지건설위원장,2018-09-12,복지건설위원회,없음,2018-09-17,가결,제219회,2018-09-18,가결,2018-09-19,없음,없음,,,
1456,2018년 광진구의회 의회운영위원회 행정사무감사 결과보고서,의회운영위원장,2018-09-12,의회운영위원회,없음,2018-09-17,가결,제219회,2018-09-18,가결,2018-09-19,없음,없음,,,
1457,서울특별시 광진구 지방공무원 정원조례 수정안,기획행정위원장,2018-09-10,기획행정위원회,2018-09-10,2018-09-17,원안가결,제219회,2018-09-18,원안가결,2018-09-19,2018-09-21,제1009호,,,
1458,광진노인보호센터 재위탁 심의 보고의 건,광진구청장(어르신복지과),2018-09-13,복지건설위원회,2018-10-10,2018-10-12,없음,제220회,2018-10-17,없음,없음,없음,없음,,,
1459,자양종합사회복지관 재위탁 심의 보고의 건,광진구청장(복지정책과),2018-09-21,복지건설위원회,2018-10-10,2018-10-12,없음,제220회,2018-10-17,없음,없음,없음,없음,,,
1460,아이돌봄 지원 사업 서비스 제공기관 재계약  보고의 건,광진구청장(가정복지과),2018-09-27,복지건설위원회,2018-10-10,2018-10-12,없음,제220회,2018-10-17,없음,없음,없음,없음,,,
1461,2019년도 (재) 광진문화재단 출연동의안,광진구청장(문화체육과),2018-09-28,기획행정위원회,2018-10-10,2018-10-12,원안가결,제220회,2018-10-17,원안가결,2018-10-18,없음,없음,,,
1462,서울특별시 광진구 복지재단 출연동의안,광진구청장(복지정책과),2018-10-02,복지건설위원회,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
1463,발달장애인 평생교육센터 관리 및 운영사무의 민간위탁 동의안,광진구청장(어르신복지과),없음,복지건설위원회,2018-10-10,2018-10-12,원안가결,제220회,2018-10-17,원안가결,2018-10-18,없음,없음,,,
1464,서울특별시 광진구 공공갈등 공론화위원회 설치 및 운영에 관한 조례안,광진구청장(기획홍보과),없음,기획행정위원회,2018-10-10,2018-10-15,수정가결,제220회,2018-10-17,수정가결,2018-10-18,2018-10-26,제1013호,,,
1465,서울특별시 광진구 사회적경제 기본조례안,광진구청장(일자리정책과),없음,기획행정위원회,2018-10-10,2018-10-15,수정가결,제220회,2018-10-17,수정가결,2018-10-18,2018-10-26,제1014호,,,
1466,서울특별시 광진구 수수료 징수조례 일부개정조례안,광진구청장(세무1과),없음,기획행정위원회,2018-10-10,2018-10-15,원안가결,제220회,2018-10-17,원안가결,2018-10-18,2018-10-26,제1015호,,,
1467,서울특별시 광진구 납세보호에 관한 사무처리조례안,광진구청장(세무1과),없음,기획행정위원회,2018-10-10,2018-10-15,수정가결,제220회,2018-10-17,수정가결,2018-10-18,2018-10-26,제1016호,,,
1468,서울특별시 광진구 복지재단 설립 및 운영에 관한 조례안,광진구청장(복지정책과),없음,복지건설위원회,2018-10-10,2018-10-15,수정가결,제220회,2018-10-17,수정가결,2018-10-18,2018-10-26,제1017호,,,
1469,서울특별시 광진구 장년층의 인생이모작 지원에 관한 조례안,광진구청장(어르신복지과),없음,복지건설위원회,2018-10-10,2018-10-12,수정가결,제220회,2018-10-17,수정가결,2018-10-18,2018-10-26,제1018호,,,
1470,서울특별시 광진구 사회재난 구호 및 복구지원에 관한 조례안,광진구청장(안전치수과),없음,복지건설위원회,2018-10-10,2018-10-15,수정가결,제220회,2018-10-17,수정가결,2018-10-18,2018-10-26,제1019호,,,
1471,서울특별시 광진구 어린이놀이시설 안전관리 조례 일부개정조례안,광진구청장(안전치수과),없음,복지건설위원회,2018-10-10,2018-10-15,원안가결,제220회,2018-10-17,원안가결,2018-10-18,2018-10-26,제1020호,,,
1472,서울특별시 광진구 맛집 멋집 심의위원회 설치 및 운영조례 일부개정조례안,광진구청장(보건위생과),없음,복지건설위원회,2018-10-10,2018-10-15,원안가결,제220회,2018-10-17,원안가결,2018-10-18,2018-10-26,제1021호,,,
1473,서울특별시 광진구의회 사무국 사무분장규칙 일부개정규칙(안),박순복,2018-10-08,의회운영위원회,2018-10-10,2018-10-12,원안가결,제220회,2018-10-17,원안가결,2018-10-18,2018-10-18,제제20호,,,
1476,서울특별시 광진구 자율방범대 설치 및 지원에 관한 조례 일부개정조례안,   광진구청장(자치행정과),2018-11-15,기획행정위원회,2018-11-23,2018-12-05,원안가결,제221회,2018-12-19,원안가결,2018-12-19,2018-12-31,제1022호,,,
1477,2019년도 서울특별시 광진구 구유재산 관리 계획안,   광진구청장(재무과),2018-11-14,기획행정위원회,2018-11-23,2018-12-05,가결,제221회,2018-12-19,가결,2018-12-19,없음,없음,,,
1478,서울특별시 광진구 학교체육시설 사용료 지원에 관한 조례안,    광진구청장(문화체육과),2018-11-15,기획행정위원회,2018-11-23,2018-12-05,수정가결,제221회,2018-12-19,수정가결,2018-12-19,2018-12-31,제1024호,,,
1479,자치분권 지방정부협의회 운영규약 동의안,광진구청장(기획예산과),2018-11-15,기획행정위원회,2018-11-23,2018-12-05,가결,제221회,2018-12-19,가결,2018-12-19,없음,없음,,,
