행번호,도메인명,논리 데이터 유형,분류어,유형,대표 여부,정의내용
387,기업규모구분코드_C1,고정길이문자형,기업규모구분코드,코드,Y,생략
388,기업특성코드_C1,고정길이문자형,기업특성코드,코드,Y,생략
389,"기온_F7,3",실수,기온,온도,Y,생략
390,"기울기_F10,2",실수,기울기,비율,N,생략
391,"기울기_F20,4",실수,기울기,비율,Y,생략
392,기준번호_V3,가변길이문자형,기준번호,번호,Y,생략
393,기준병과코드_C1,고정길이문자형,기준병과코드,코드,Y,생략
394,기지번호_V5,가변길이문자형,기지번호,번호,Y,생략
395,기표용계정코드_C3,고정길이문자형,기표용계정코드,코드,Y,생략
396,기표용소관코드_C2,고정길이문자형,기표용소관코드,코드,Y,생략
397,기획재정부계정코드_C3,고정길이문자형,기획재정부계정코드,코드,Y,생략
398,기획재정부소관코드_C7,고정길이문자형,기획재정부소관코드,코드,Y,생략
399,기후현상코드_C2,고정길이문자형,기후현상코드,코드,Y,생략
400,긴급동원요청번호_V12,가변길이문자형,긴급동원요청번호,번호,Y,생략
401,긴급동원지정자번호_V36,가변길이문자형,긴급동원지정자번호,번호,Y,생략
402,긴급추천재공격구분코드_C1,고정길이문자형,긴급추천재공격구분코드,코드,Y,생략
403,긴급표적번호_V12,가변길이문자형,긴급표적번호,번호,Y,생략
404,긴급표적번호_V15,가변길이문자형,긴급표적번호,번호,N,생략
405,긴급표적직무번호_I2,정수,긴급표적직무번호,번호,Y,생략
406,긴요도코드_C1,고정길이문자형,긴요도코드,코드,Y,생략
407,"길이_F10,2",실수,길이,차원,Y,생략
408,길이_F22,실수,길이,차원,N,생략
409,길이_F5,실수,길이,차원,N,생략
410,"깊이_F13,3",실수,깊이,차원,Y,생략
411,깊이_F5,실수,깊이,차원,N,생략
412,나라장터등록번호_V10,가변길이문자형,나라장터등록번호,번호,Y,생략
413,낙찰방법코드_C2,고정길이문자형,낙찰방법코드,코드,Y,생략
414,"남위_F6,3",실수,남위,좌표,Y,생략
415,납부구분코드_C1,고정길이문자형,납부구분코드,코드,Y,생략
416,내부코드_C20,고정길이문자형,내부코드,코드,Y,생략
417,내역_V100,가변길이문자형,내역,텍스트,Y,생략
418,내역_V2000,가변길이문자형,내역,텍스트,N,생략
419,내역_V4000,가변길이문자형,내역,텍스트,N,생략
420,내용_BLOB,바이너리대형객체,내용,텍스트,N,생략
421,내용_CLOB,문자형대형객체,내용,텍스트,N,생략
422,내용_V2000,가변길이문자형,내용,텍스트,N,생략
423,내용_V4000,가변길이문자형,내용,텍스트,N,생략
424,내용_V500,가변길이문자형,내용,텍스트,Y,생략
425,년도_V4,가변길이문자형,년도,날짜,Y,생략
426,년수_F10,실수,년수,수량,N,생략
427,"년수_F5,2",실수,년수,수량,Y,생략
428,년월_V6,가변길이문자형,년월,날짜,Y,생략
429,년차_I2,정수,년차,날짜,Y,생략
430,노면상태코드_C1,고정길이문자형,노면상태코드,코드,Y,생략
431,노선번호_V6,가변길이문자형,노선번호,번호,Y,생략
432,농도_V10,가변길이문자형,농도,비율,Y,생략
433,농창번호_V2,가변길이문자형,농창번호,번호,Y,생략
434,"높이_F10,2",실수,높이,차원,Y,생략
435,"높이_F15,5",실수,높이,차원,N,생략
436,높이_F5,실수,높이,차원,N,생략
437,누계번호_I4,정수,누계번호,번호,Y,생략
438,누출사고형태코드_C1,고정길이문자형,누출사고형태코드,코드,Y,생략
439,누출상태코드_C4,고정길이문자형,누출상태코드,코드,Y,생략
440,누출유형코드_C4,고정길이문자형,누출유형코드,코드,Y,생략
441,능력개발번호_I15,정수,능력개발번호,번호,Y,생략
442,단가_F10,실수,단가,금액,N,생략
443,"단가_F15,2",실수,단가,금액,Y,생략
444,"단가_F23,6",실수,단가,금액,N,생략
445,"단량_F13,8",실수,단량,무게,Y,생략
446,"단량_F20,4",실수,단량,무게,N,생략
447,단위구분코드_C2,고정길이문자형,단위구분코드,코드,Y,생략
448,단위사업코드_C4,고정길이문자형,단위사업코드,코드,Y,생략
449,단위코드_C3,고정길이문자형,단위코드,코드,Y,생략
450,답안번호_V8,가변길이문자형,답안번호,번호,Y,생략
451,대공육안감시소번호_V5,가변길이문자형,대공육안감시소번호,번호,Y,생략
452,대기안정도분류코드_C1,고정길이문자형,대기안정도분류코드,코드,Y,생략
453,대대번호_V3,가변길이문자형,대대번호,번호,Y,생략
454,대량탈북난민관리번호_I22,정수,대량탈북난민관리번호,번호,Y,생략
455,대륙코드_C1,고정길이문자형,대륙코드,코드,Y,생략
456,대미문서번호_V14,가변길이문자형,대미문서번호,번호,Y,생략
457,대변차변구분코드_C1,고정길이문자형,대변차변구분코드,코드,Y,생략
458,대상번호_I15,정수,대상번호,번호,Y,생략
459,대수_I10,정수,대수,수량,N,생략
460,대수_I20,정수,대수,수량,N,생략
461,대수_I7,정수,대수,수량,Y,생략
462,대여번호_V12,가변길이문자형,대여번호,번호,Y,생략
463,대외군사판매문서번호_V14,가변길이문자형,대외군사판매문서번호,번호,Y,생략
464,대장번호_V18,가변길이문자형,대장번호,번호,Y,생략
465,대장정리필구분코드_C2,고정길이문자형,대장정리필구분코드,코드,Y,생략
466,대출번호_V50,가변길이문자형,대출번호,번호,Y,생략
467,대체품목식별코드_C1,고정길이문자형,대체품목식별코드,코드,Y,생략
468,대표계정과목코드_C3,고정길이문자형,대표계정과목코드,코드,Y,생략
469,대표업체구분코드_C1,고정길이문자형,대표업체구분코드,코드,Y,생략
470,대피호형태코드_C1,고정길이문자형,대피호형태코드,코드,Y,생략
471,대화력전탄종코드_C2,고정길이문자형,대화력전탄종코드,코드,Y,생략
472,대화력표적규모코드_C2,고정길이문자형,대화력표적규모코드,코드,Y,생략
473,대화방번호_I11,정수,대화방번호,번호,Y,생략
474,도량형코드_C1,고정길이문자형,도량형코드,코드,Y,생략
475,도로명번호_V7,가변길이문자형,도로명번호,번호,Y,생략
476,도로명코드_C12,고정길이문자형,도로명코드,코드,Y,생략
477,도로번호_V10,가변길이문자형,도로번호,번호,Y,생략
478,도로차선구분코드_C1,고정길이문자형,도로차선구분코드,코드,Y,생략
479,도로폭구분코드_C1,고정길이문자형,도로폭구분코드,코드,Y,생략
480,도로표면상태코드_C2,고정길이문자형,도로표면상태코드,코드,Y,생략
481,도로형태코드_C2,고정길이문자형,도로형태코드,코드,Y,생략
482,도면번호_V32,가변길이문자형,도면번호,번호,Y,생략
483,도서번호_V50,가변길이문자형,도서번호,번호,Y,생략
484,도서벽지구분코드_C1,고정길이문자형,도서벽지구분코드,코드,Y,생략
485,도선장번호_V10,가변길이문자형,도선장번호,번호,Y,생략
486,도시계획시설코드_C2,고정길이문자형,도시계획시설코드,코드,Y,생략
487,도시요소유형코드_C30,고정길이문자형,도시요소유형코드,코드,Y,생략
488,도시화구분코드_C1,고정길이문자형,도시화구분코드,코드,Y,생략
489,도엽번호_V50,가변길이문자형,도엽번호,번호,Y,생략
490,도착지코드_C1,고정길이문자형,도착지코드,코드,Y,생략
491,도표번호_V10,가변길이문자형,도표번호,번호,Y,생략
492,도하지점번호_V10,가변길이문자형,도하지점번호,번호,Y,생략
493,동결코드_C1,고정길이문자형,동결코드,코드,Y,생략
494,동수_I7,정수,동수,수량,Y,생략
495,동원단계코드_C2,고정길이문자형,동원단계코드,코드,Y,생략
496,동원대상코드_C1,고정길이문자형,동원대상코드,코드,Y,생략
497,동원방법코드_C1,고정길이문자형,동원방법코드,코드,Y,생략
498,동원범위코드_C1,고정길이문자형,동원범위코드,코드,Y,생략
499,동원부문코드_C1,고정길이문자형,동원부문코드,코드,Y,생략
500,동원시기코드_C1,고정길이문자형,동원시기코드,코드,Y,생략
501,동원일_V3,가변길이문자형,동원일,날짜,Y,생략
502,동원일자관리일련번호_V36,가변길이문자형,동원일자관리일련번호,번호,Y,생략
503,동원자원구분코드_C5,고정길이문자형,동원자원구분코드,코드,Y,생략
504,동원지정번호_V12,가변길이문자형,동원지정번호,번호,N,생략
505,동원형태코드_C1,고정길이문자형,동원형태코드,코드,Y,생략
506,"두께_F13,3",실수,두께,차원,Y,생략
507,두께_F20,실수,두께,차원,N,생략
508,등기번호_V25,가변길이문자형,등기번호,번호,Y,생략
509,등기소유자구분코드_C1,고정길이문자형,등기소유자구분코드,코드,Y,생략
510,등기신청구분코드_C2,고정길이문자형,등기신청구분코드,코드,Y,생략
511,등록번호_V25,가변길이문자형,등록번호,번호,Y,생략
512,등록요청번호_V12,가변길이문자형,등록요청번호,번호,Y,생략
513,땅굴탐지축선번호_V2,가변길이문자형,땅굴탐지축선번호,번호,Y,생략
514,량_F10,실수,량,수량,N,생략
515,"량_F15,2",실수,량,수량,N,생략
516,"량_F20,4",실수,량,수량,Y,생략
517,레이더기능코드_C3,고정길이문자형,레이더기능코드,코드,Y,생략
518,레이더번호_V5,가변길이문자형,레이더번호,번호,Y,생략
519,레이더종류코드_C2,고정길이문자형,레이더종류코드,코드,Y,생략
520,레코드번호_I6,정수,레코드번호,번호,Y,생략
521,로그번호_V50,가변길이문자형,로그번호,번호,Y,생략
522,로트번호_V25,가변길이문자형,로트번호,번호,Y,생략
523,료_F10,실수,료,금액,N,생략
524,"료_F15,2",실수,료,금액,N,생략
525,"료_F22,2",실수,료,금액,Y,생략
526,"률_F10,3",실수,률,비율,N,생략
527,률_F12.5,실수,률,비율,N,생략
528,"률_F7,4",실수,률,비율,Y,생략
529,리스구분코드_C1,고정길이문자형,리스구분코드,코드,Y,생략
530,"마력_F7,2",실수,마력,비율,Y,생략
531,마스터번호_V10,가변길이문자형,마스터번호,번호,Y,생략
532,매수_V10,가변길이문자형,매수,수량,N,생략
533,매수_V5,가변길이문자형,매수,수량,Y,생략
534,메뉴번호_V15,가변길이문자형,메뉴번호,번호,Y,생략
535,메시지번호_V14,가변길이문자형,메시지번호,번호,Y,생략
536,미사일정보가공상태코드_C1,고정길이문자형,미사일정보가공상태코드,코드,Y,생략
537,"면적_F13,3",실수,면적,면적,N,생략
538,"면적_F17,2",실수,면적,면적,N,생략
539,"면적_F23,6",실수,면적,면적,Y,생략
540,명_V100,가변길이문자형,명,이름,N,생략
541,명_V300,가변길이문자형,명,이름,N,생략
542,명_V50,가변길이문자형,명,이름,Y,생략
543,명_V500,가변길이문자형,명,이름,N,생략
544,명령번호_V50,가변길이문자형,명령번호,번호,Y,생략
545,명령하달구분코드_C1,고정길이문자형,명령하달구분코드,코드,Y,생략
546,명세서대분류코드_C2,고정길이문자형,명세서대분류코드,코드,Y,생략
547,명세서중분류코드_C5,고정길이문자형,명세서중분류코드,코드,Y,생략
548,"명중률_F7,4",실수,명중률,비율,Y,생략
549,명칭_V100,가변길이문자형,명칭,이름,N,생략
550,명칭_V300,가변길이문자형,명칭,이름,N,생략
551,명칭_V50,가변길이문자형,명칭,이름,Y,생략
552,모델번호_V20,가변길이문자형,모델번호,번호,Y,생략
553,목록_V2000,가변길이문자형,목록,텍스트,Y,생략
554,목록번호_V32,가변길이문자형,목록번호,번호,Y,생략
555,목록진행구분코드_C1,고정길이문자형,목록진행구분코드,코드,Y,생략
556,무기번호_V10,가변길이문자형,무기번호,번호,Y,생략
557,무기체계대분류코드_C2,고정길이문자형,무기체계대분류코드,코드,Y,생략
558,무상관리전환구분코드_C1,고정길이문자형,무상관리전환구분코드,코드,Y,생략
559,문서번호_V30,가변길이문자형,문서번호,번호,Y,생략
560,문서분류번호_V50,가변길이문자형,문서분류번호,번호,Y,생략
561,문서식별코드_C3,고정길이문자형,문서식별코드,코드,Y,생략
562,문서참조번호_V30,가변길이문자형,문서참조번호,번호,Y,생략
563,문수_I5,정수,문수,수량,Y,생략
