업체명,법인기업여부,최종업종코드,최종업종명,보증취급일자,취급종류,자금용도,보증상대처,보증금액범위
엘****,여,G46612,"골재, 벽돌 및 시멘트 도매업",2020-04-07,대출보증,운전자금,기업은행,1억미만
건****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-04-27,대출보증,운전자금,기업은행,1억이상 3억미만
성****,부,A03211,해수면 양식 어업,2020-04-22,대출보증,운전자금,기업은행,1억미만
다****,여,G46315,"신선, 냉동 및 기타 수산물 도매업",2020-04-21,대출보증,운전자금,기업은행,1억이상 3억미만
원****,여,G46712,액체연료 및 관련제품 도매업,2020-03-25,대출보증,운전자금,기업은행,1억이상 3억미만
엠****,여,C13213,화학섬유직물 직조업,2020-06-05,대출보증,운전자금,기업은행,1억미만
우****,여,H49301,일반 화물자동차 운송업,2020-05-15,대출보증,운전자금,기업은행,1억미만
동****,여,C29199,그 외 기타 일반목적용 기계 제조업,2020-04-07,대출보증,운전자금,신한은행,3억이상 5억미만
다****,여,G46413,남녀용 겉옷 및 셔츠 도매업,2020-04-17,대출보증,운전자금,기업은행,1억이상 3억미만
라****,부,G46313,육류 도매업,2020-04-06,대출보증,운전자금,기업은행,1억이상 3억미만
라****,부,G46313,육류 도매업,2020-04-14,대출보증,운전자금,신한은행,1억이상 3억미만
케****,여,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020-04-14,대출보증,운전자금,기업은행,1억이상 3억미만
성****,여,C25111,"금속 문, 창, 셔터 및 관련제품 제조업",2020-11-27,대출보증,운전자금,기업은행,1억이상 3억미만
엘****,여,C28511,주방용 전기기기 제조업,2020-07-22,대출보증,운전자금,신한은행,3억이상 5억미만
서****,여,G47859,그 외 기타 분류 안된 상품 전문 소매업,2020-04-16,대출보증,운전자금,기업은행,1억미만
지****,여,G46431,생활용 가구 도매업,2020-08-19,대출보증,운전자금,신한은행,1억미만
더****,여,G46521,가전제품 및 부품 도매업,2020-03-31,대출보증,운전자금,기업은행,1억이상 3억미만
폴****,여,G47520,가구 소매업,2020-08-06,대출보증,운전자금,기업은행,1억미만
유****,여,G47912,전자상거래 소매업,2020-04-09,대출보증,운전자금,기업은행,1억이상 3억미만
나****,여,C20202,합성수지 및 기타 플라스틱 물질 제조업,2020-04-03,대출보증,운전자금,기업은행,1억미만
삼****,여,G46499,그 외 기타 생활용품 도매업,2020-05-25,대출보증,운전자금,기업은행,1억미만
오****,여,C30399,그 외 자동차용 신품 부품 제조업,2020-06-03,대출보증,운전자금,기업은행,1억이상 3억미만
부****,여,F41229,기타 토목시설물 건설업,2020-04-03,대출보증,운전자금,기업은행,1억이상 3억미만
불****,여,N74100,사업시설 유지ㆍ관리 서비스업,2020-04-10,대출보증,운전자금,기업은행,1억미만
농****,여,G46329,기타 가공식품 도매업,2020-04-16,대출보증,운전자금,기업은행,1억미만
유****,여,G46712,액체연료 및 관련제품 도매업,2020-04-29,대출보증,운전자금,기업은행,3억이상 5억미만
평****,여,G47214,"신선, 냉동 및 기타 수산물 소매업",2020-04-21,대출보증,운전자금,신한은행,1억이상 3억미만
금****,부,S95212,자동차 전문 수리업,2020-05-11,대출보증,운전자금,기업은행,1억이상 3억미만
모****,여,G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",2020-09-25,대출보증,운전자금,기업은행,1억이상 3억미만
창****,여,F42420,유리 및 창호 공사업,2020-05-21,대출보증,운전자금,신한은행,1억이상 3억미만
이****,여,G46592,의료기기 도매업,2020-09-24,대출보증,운전자금,신한은행,1억미만
대****,여,G46721,1차 금속제품 도매업,2020-04-10,대출보증,운전자금,신한은행,1억미만
이****,부,G46442,의료용품 도매업,2020-04-29,대출보증,운전자금,기업은행,1억이상 3억미만
전****,부,C28423,전시 및 광고용 조명장치 제조업,2020-09-15,대출보증,운전자금,신한은행,1억미만
신****,여,S95212,자동차 전문 수리업,2020-04-22,대출보증,운전자금,신한은행,1억이상 3억미만
씨****,여,C25924,절삭가공 및 유사처리업,2020-05-28,대출보증,운전자금,신한은행,1억미만
스****,여,G46420,신발 도매업,2020-04-14,대출보증,운전자금,기업은행,3억이상 5억미만
평****,부,C30201,차체 및 특장차 제조업,2020-05-11,대출보증,운전자금,기업은행,1억이상 3억미만
제****,여,E38322,비금속류 원료 재생업,2020-05-21,대출보증,운전자금,기업은행,1억이상 3억미만
진****,여,C23111,판유리 제조업,2020-04-03,대출보증,운전자금,기업은행,1억이상 3억미만
더****,여,G45120,중고 자동차 판매업,2020-05-26,대출보증,운전자금,기업은행,1억이상 3억미만
씨****,여,G46699,그 외 기타 건축자재 도매업,2020-04-20,대출보증,운전자금,기업은행,1억이상 3억미만
제****,여,G46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,2020-11-03,대출보증,운전자금,신한은행,1억이상 3억미만
현****,여,C31114,선박 구성 부분품 제조업,2020-04-22,대출보증,운전자금,신한은행,1억이상 3억미만
청****,여,E39009,기타 환경 정화 및 복원업,2020-04-29,대출보증,운전자금,기업은행,1억이상 3억미만
맘****,여,G47912,전자상거래 소매업,2020-04-28,대출보증,운전자금,신한은행,1억이상 3억미만
인****,여,M73201,인테리어 디자인업,2020-04-27,대출보증,운전자금,기업은행,1억이상 3억미만
현****,여,G47711,운송장비용 주유소 운영업,2020-04-22,대출보증,운전자금,신한은행,1억미만
태****,여,H49232,전세버스 운송업,2020-04-21,대출보증,운전자금,기업은행,1억이상 3억미만
더****,여,G46464,운동 및 경기용품 도매업,2020-05-06,대출보증,운전자금,신한은행,1억이상 3억미만
윈****,여,N76320,컴퓨터 및 사무용 기계ㆍ장비 임대업,2020-04-03,대출보증,운전자금,신한은행,1억미만
착****,여,C10711,떡류 제조업,2020-04-14,대출보증,운전자금,기업은행,1억이상 3억미만
두****,여,G46522,통신ㆍ방송장비 및 부품 도매업,2020-05-12,대출보증,운전자금,기업은행,1억이상 3억미만
비****,여,C29299,그 외 기타 특수목적용 기계 제조업,2020-04-07,대출보증,운전자금,기업은행,1억미만
태****,여,P85632,기타 교습학원,2020-06-17,대출보증,운전자금,대구은행,1억미만
농****,여,C10743,장류 제조업,2020-05-14,대출보증,운전자금,기업은행,1억미만
경****,부,G47811,의약품 및 의료용품 소매업,2020-04-17,대출보증,운전자금,기업은행,3억이상 5억미만
월****,여,G47121,슈퍼마켓,2020-05-26,대출보증,운전자금,기업은행,1억이상 3억미만
하****,여,H52999,그 외 기타 분류 안된 운송 관련 서비스업,2020-09-10,대출보증,운전자금,신한은행,1억미만
에****,여,G46733,플라스틱물질 및 합성고무 도매업,2020-07-03,대출보증,운전자금,기업은행,1억이상 3억미만
아****,여,G46592,의료기기 도매업,2020-04-28,대출보증,운전자금,기업은행,1억이상 3억미만
에****,여,G46452,"문구용품, 회화용품, 사무용품 도매업",2020-09-29,대출보증,운전자금,기업은행,1억이상 3억미만
조****,부,G47852,애완용 동물 및 관련용품 소매업,2020-04-08,대출보증,운전자금,신한은행,1억미만
지****,여,G46592,의료기기 도매업,2020-04-20,대출보증,운전자금,신한은행,1억이상 3억미만
청****,여,G46791,재생용 재료 수집 및 판매업,2020-04-17,대출보증,운전자금,기업은행,1억이상 3억미만
참****,여,I56111,한식 일반 음식점업,2020-04-20,대출보증,운전자금,신한은행,1억이상 3억미만
대****,여,F42121,토공사업,2020-04-23,대출보증,운전자금,기업은행,1억이상 3억미만
에****,여,I56130,기관 구내식당업,2020-04-21,대출보증,운전자금,기업은행,1억미만
굿****,여,G46311,과실류 도매업,2020-08-21,대출보증,운전자금,기업은행,1억미만
오****,여,C25112,구조용 금속 판제품 및 공작물 제조업,2020-05-19,대출보증,운전자금,기업은행,1억미만
재****,여,F42600,건설장비 운영업,2020-06-05,대출보증,운전자금,기업은행,1억미만
고****,여,G45120,중고 자동차 판매업,2020-10-13,대출보증,운전자금,기업은행,1억미만
농****,여,A01131,과실작물 재배업,2020-04-27,대출보증,운전자금,신한은행,1억이상 3억미만
지****,여,M71531,경영 컨설팅업,2020-06-08,대출보증,운전자금,기업은행,1억이상 3억미만
늘****,여,J58221,시스템 소프트웨어 개발 및 공급업,2020-05-15,대출보증,운전자금,기업은행,1억이상 3억미만
로****,여,G47911,전자상거래 소매 중개업,2020-05-15,대출보증,운전자금,기업은행,1억이상 3억미만
우****,여,C10122,육류 포장육 및 냉동육 가공업 (가금류 제외),2020-05-26,대출보증,운전자금,기업은행,1억이상 3억미만
미****,여,G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",2020-05-29,대출보증,운전자금,기업은행,1억미만
대****,부,G46622,"철물, 금속 파스너 및 수공구 도매업",2020-07-14,대출보증,운전자금,신한은행,1억미만
시****,여,F41111,단독 주택 건설업,2020-04-20,대출보증,운전자금,기업은행,1억이상 3억미만
클****,여,G46452,"문구용품, 회화용품, 사무용품 도매업",2020-04-29,대출보증,운전자금,신한은행,1억이상 3억미만
에****,여,G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",2020-04-24,대출보증,운전자금,기업은행,1억이상 3억미만
대****,부,G47121,슈퍼마켓,2020-05-13,대출보증,운전자금,기업은행,1억미만
스****,여,R91133,수영장 운영업,2020-05-19,대출보증,운전자금,기업은행,1억미만
에****,여,G46413,남녀용 겉옷 및 셔츠 도매업,2020-05-11,대출보증,운전자금,기업은행,1억이상 3억미만
이****,여,H52992,"화물운송 중개, 대리 및 관련 서비스업",2020-04-20,대출보증,운전자금,기업은행,1억이상 3억미만
퓨****,여,M71310,광고 대행업,2020-06-10,대출보증,운전자금,신한은행,1억이상 3억미만
소****,여,G46413,남녀용 겉옷 및 셔츠 도매업,2020-10-13,대출보증,운전자금,기업은행,1억미만
더****,여,G47912,전자상거래 소매업,2020-05-29,대출보증,운전자금,기업은행,3억이상 5억미만
미****,여,C22212,플라스틱 필름 제조업,2020-08-14,대출보증,운전자금,기업은행,1억미만
청****,여,G47912,전자상거래 소매업,2020-05-08,대출보증,운전자금,기업은행,1억이상 3억미만
금****,여,F42420,유리 및 창호 공사업,2020-04-28,대출보증,운전자금,신한은행,1억이상 3억미만
자****,여,G46329,기타 가공식품 도매업,2020-10-26,대출보증,운전자금,기업은행,1억미만
시****,여,M71531,경영 컨설팅업,2020-05-28,대출보증,운전자금,신한은행,1억이상 3억미만
올****,여,G46499,그 외 기타 생활용품 도매업,2020-05-13,대출보증,운전자금,기업은행,1억이상 3억미만
뮤****,여,C30399,그 외 자동차용 신품 부품 제조업,2020-04-22,대출보증,운전자금,기업은행,1억이상 3억미만
엘****,여,G46522,통신ㆍ방송장비 및 부품 도매업,2020-04-24,대출보증,운전자금,기업은행,1억이상 3억미만
한****,여,I56113,한식 육류요리 전문점,2020-06-12,대출보증,운전자금,기업은행,1억이상 3억미만
디****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-05-08,대출보증,운전자금,신한은행,1억이상 3억미만
금****,부,G46699,그 외 기타 건축자재 도매업,2020-04-28,대출보증,운전자금,대구은행,1억미만
디****,부,G47320,가전제품 소매업,2020-05-06,대출보증,운전자금,신한은행,1억미만
포****,여,I56221,커피 전문점,2020-05-22,대출보증,운전자금,기업은행,3억이상 5억미만
덕****,부,C22223,플라스틱 창호 제조업,2020-06-15,대출보증,운전자금,기업은행,1억이상 3억미만
파****,여,F42110,건물 및 구축물 해체 공사업,2020-04-24,대출보증,운전자금,기업은행,1억이상 3억미만
스****,여,G46522,통신ㆍ방송장비 및 부품 도매업,2020-04-28,대출보증,운전자금,기업은행,1억이상 3억미만
투****,여,J62021,컴퓨터시스템 통합 자문 및 구축 서비스업,2020-05-13,대출보증,운전자금,신한은행,1억이상 3억미만
이****,여,C32029,기타 목재가구 제조업,2020-05-28,대출보증,운전자금,기업은행,1억이상 3억미만
스****,여,G46592,의료기기 도매업,2020-05-12,대출보증,운전자금,기업은행,1억미만
이****,여,F42491,"미장, 타일 및 방수 공사업",2020-06-10,대출보증,운전자금,신한은행,1억미만
진****,여,G46331,주류 도매업,2020-04-29,대출보증,운전자금,신한은행,1억이상 3억미만
원****,여,C25929,그 외 기타 금속가공업,2020-07-14,대출보증,운전자금,기업은행,1억미만
태****,여,G46799,그 외 기타 상품 전문 도매업,2020-04-29,대출보증,운전자금,기업은행,1억미만
플****,여,G47912,전자상거래 소매업,2020-06-10,대출보증,운전자금,기업은행,1억이상 3억미만
제****,여,R90110,공연시설 운영업,2020-05-12,대출보증,운전자금,기업은행,1억이상 3억미만
이****,여,C29271,반도체 제조용 기계 제조업,2020-09-21,대출보증,운전자금,기업은행,1억미만
한****,여,P85632,기타 교습학원,2020-06-02,대출보증,운전자금,기업은행,1억이상 3억미만
더****,여,N75999,그 외 기타 분류 안된 사업지원 서비스업,2020-05-13,대출보증,운전자금,기업은행,1억이상 3억미만
몬****,여,G46329,기타 가공식품 도매업,2020-05-27,대출보증,운전자금,기업은행,1억이상 3억미만
만****,부,G47121,슈퍼마켓,2020-09-18,대출보증,운전자금,신한은행,1억미만
메****,부,G46453,"서적, 잡지 및 기타 인쇄물 도매업",2020-05-07,대출보증,운전자금,신한은행,1억이상 3억미만
온****,여,Q87111,노인 요양 복지시설 운영업,2020-05-29,대출보증,운전자금,신한은행,1억미만
에****,여,C22232,포장용 플라스틱 성형용기 제조업,2020-05-11,대출보증,운전자금,기업은행,1억이상 3억미만
맑****,여,E38110,"지정 외 폐기물 수집, 운반업",2020-06-11,대출보증,운전자금,신한은행,1억이상 3억미만
가****,여,G46442,의료용품 도매업,2020-05-11,대출보증,운전자금,기업은행,1억미만
튜****,여,M71600,기타 전문 서비스업,2020-08-10,대출보증,운전자금,기업은행,1억이상 3억미만
덕****,여,G47711,운송장비용 주유소 운영업,2020-07-27,대출보증,운전자금,기업은행,1억이상 3억미만
디****,여,C33910,간판 및 광고물 제조업,2020-06-02,대출보증,운전자금,신한은행,1억미만
성****,부,G47121,슈퍼마켓,2020-10-14,대출보증,운전자금,신한은행,1억미만
투****,여,G46742,직물 도매업,2020-05-21,대출보증,운전자금,대구은행,1억이상 3억미만
청****,여,G46322,수산물 가공식품 도매업,2020-05-15,대출보증,운전자금,기업은행,1억미만
담****,여,G46319,기타 신선식품 및 단순 가공식품 도매업,2020-06-09,대출보증,운전자금,기업은행,1억미만
닥****,여,G47217,건강보조식품 소매업,2020-05-26,대출보증,운전자금,신한은행,1억미만
바****,여,G46313,육류 도매업,2020-11-25,대출보증,운전자금,기업은행,1억이상 3억미만
철****,여,C25111,"금속 문, 창, 셔터 및 관련제품 제조업",2020-05-28,대출보증,운전자금,신한은행,1억이상 3억미만
철****,여,C25111,"금속 문, 창, 셔터 및 관련제품 제조업",2020-06-03,대출보증,운전자금,신한은행,1억이상 3억미만
대****,여,M72121,건물 및 토목 엔지니어링 서비스업,2020-05-22,대출보증,운전자금,기업은행,1억미만
금****,여,F42499,그 외 기타 건축 마무리 공사업,2020-05-12,대출보증,운전자금,신한은행,1억이상 3억미만
농****,여,G46311,과실류 도매업,2020-05-26,대출보증,운전자금,기업은행,1억이상 3억미만
예****,여,C23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,2020-06-11,대출보증,운전자금,기업은행,1억이상 3억미만
광****,여,E38311,금속류 해체 및 선별업,2020-05-14,대출보증,운전자금,기업은행,1억미만
에****,여,N75122,상용 인력 공급 및 인사관리 서비스업,2020-06-12,대출보증,운전자금,기업은행,1억미만
플****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-05-22,대출보증,운전자금,기업은행,1억이상 3억미만
새****,여,G46622,"철물, 금속 파스너 및 수공구 도매업",2020-05-18,대출보증,운전자금,대구은행,1억미만
에****,여,G46539,기타 산업용 기계 및 장비 도매업,2020-07-27,대출보증,운전자금,기업은행,1억이상 3억미만
성****,여,F42201,배관 및 냉ㆍ난방 공사업,2020-06-02,대출보증,운전자금,기업은행,1억미만
자****,부,G46732,비료 및 농약 도매업,2020-07-29,대출보증,운전자금,신한은행,1억미만
현****,여,F42420,유리 및 창호 공사업,2020-06-03,대출보증,운전자금,기업은행,1억이상 3억미만
남****,여,G46329,기타 가공식품 도매업,2020-05-29,대출보증,운전자금,신한은행,1억이상 3억미만
피****,여,G46539,기타 산업용 기계 및 장비 도매업,2020-06-08,대출보증,운전자금,기업은행,1억미만
트****,여,G46329,기타 가공식품 도매업,2020-07-17,대출보증,운전자금,기업은행,1억미만
태****,여,C30399,그 외 자동차용 신품 부품 제조업,2020-05-13,대출보증,운전자금,기업은행,1억미만
아****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-05-21,대출보증,운전자금,신한은행,1억미만
케****,여,F42129,기타 기반조성 관련 전문공사업,2020-07-30,대출보증,운전자금,기업은행,1억미만
키****,여,J62010,컴퓨터 프로그래밍 서비스업,2020-09-16,대출보증,운전자금,기업은행,1억미만
베****,여,C26410,유선 통신장비 제조업,2020-07-15,대출보증,운전자금,기업은행,1억미만
오****,여,J58222,응용 소프트웨어 개발 및 공급업,2020-06-16,대출보증,운전자금,기업은행,5억이상
케****,여,C26429,기타 무선 통신장비 제조업,2020-05-28,대출보증,운전자금,신한은행,1억미만
동****,여,C32099,그 외 기타 가구 제조업,2020-07-13,대출보증,운전자금,신한은행,1억이상 3억미만
리****,부,G46322,수산물 가공식품 도매업,2020-06-03,대출보증,운전자금,기업은행,1억미만
농****,여,G46311,과실류 도매업,2020-09-23,대출보증,운전자금,기업은행,1억미만
대****,부,G47722,가정용 액체연료 소매업,2020-08-05,대출보증,운전자금,신한은행,1억미만
미****,여,N76110,자동차 임대업,2020-05-27,대출보증,운전자금,기업은행,1억이상 3억미만
삼****,여,C10797,건강기능식품 제조업,2020-06-09,대출보증,운전자금,기업은행,1억이상 3억미만
두****,부,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020-07-20,대출보증,운전자금,기업은행,1억미만
두****,부,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",2020-08-03,대출보증,운전자금,기업은행,1억미만
케****,여,C10619,기타 곡물 가공품 제조업,2020-06-03,대출보증,운전자금,신한은행,1억이상 3억미만
고****,여,C26223,연성 및 기타 인쇄회로기판 제조업,2020-06-18,대출보증,운전자금,기업은행,1억미만
제****,부,C26299,그 외 기타 전자부품 제조업,2020-12-08,대출보증,운전자금,기업은행,1억이상 3억미만
화****,여,C17212,골판지 상자 및 가공제품 제조업,2020-05-28,대출보증,운전자금,기업은행,1억이상 3억미만
세****,여,G46451,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",2020-06-18,대출보증,운전자금,기업은행,5억이상
수****,여,E38322,비금속류 원료 재생업,2020-08-12,대출보증,운전자금,기업은행,1억미만
세****,부,G47711,운송장비용 주유소 운영업,2020-10-26,대출보증,운전자금,신한은행,1억미만
제****,부,C10121,가금류 가공 및 저장 처리업,2020-06-11,대출보증,운전자금,신한은행,1억미만
대****,부,G47511,철물 및 난방용구 소매업,2020-07-02,대출보증,운전자금,신한은행,1억미만
앨****,여,M72111,건축설계 및 관련 서비스업,2020-07-31,대출보증,운전자금,기업은행,1억이상 3억미만
싱****,부,G47121,슈퍼마켓,2020-06-05,대출보증,운전자금,신한은행,1억미만
이****,여,C22232,포장용 플라스틱 성형용기 제조업,2020-07-29,대출보증,운전자금,기업은행,1억이상 3억미만
희****,여,G46622,"철물, 금속 파스너 및 수공구 도매업",2020-08-06,대출보증,운전자금,신한은행,3억이상 5억미만
유****,여,J58222,응용 소프트웨어 개발 및 공급업,2020-09-28,대출보증,운전자금,기업은행,1억미만
태****,여,H49232,전세버스 운송업,2020-06-18,대출보증,운전자금,기업은행,1억이상 3억미만
이****,여,G46712,액체연료 및 관련제품 도매업,2020-07-01,대출보증,운전자금,기업은행,1억미만
펜****,여,P85501,일반 교과 학원,2020-06-12,대출보증,운전자금,신한은행,1억미만
에****,여,G46699,그 외 기타 건축자재 도매업,2020-06-11,대출보증,운전자금,기업은행,1억미만
하****,부,G47121,슈퍼마켓,2020-06-03,대출보증,운전자금,신한은행,1억미만
케****,여,G46442,의료용품 도매업,2020-05-28,대출보증,운전자금,기업은행,1억미만
휴****,여,G46739,기타 화학물질 및 화학제품 도매업,2020-06-09,대출보증,운전자금,기업은행,1억이상 3억미만
선****,여,C14200,모피제품 제조업,2020-06-25,대출보증,운전자금,신한은행,1억미만
풍****,여,C10220,수산식물 가공 및 저장 처리업,2020-06-10,대출보증,운전자금,신한은행,1억이상 3억미만
알****,여,G46499,그 외 기타 생활용품 도매업,2020-08-28,대출보증,운전자금,기업은행,3억이상 5억미만
토****,여,H52992,"화물운송 중개, 대리 및 관련 서비스업",2020-07-02,대출보증,운전자금,기업은행,1억미만
리****,여,J59120,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",2020-06-10,대출보증,운전자금,신한은행,1억미만
도****,여,G46331,주류 도매업,2020-06-03,대출보증,운전자금,신한은행,3억이상 5억미만
2****,여,G46322,수산물 가공식품 도매업,2020-06-15,대출보증,운전자금,신한은행,1억미만
제****,여,E38110,"지정 외 폐기물 수집, 운반업",2020-06-18,대출보증,운전자금,기업은행,1억이상 3억미만
회****,부,M71201,공인회계사업,2020-06-16,대출보증,운전자금,기업은행,1억이상 3억미만
홍****,여,G46331,주류 도매업,2020-10-20,대출보증,운전자금,신한은행,1억이상 3억미만
미****,부,G46329,기타 가공식품 도매업,2020-09-02,대출보증,운전자금,신한은행,1억미만
전****,여,G46331,주류 도매업,2020-09-17,대출보증,운전자금,기업은행,3억이상 5억미만
태****,여,C30320,자동차 차체용 신품 부품 제조업,2020-07-01,대출보증,운전자금,기업은행,1억미만
태****,여,C30320,자동차 차체용 신품 부품 제조업,2020-07-21,대출보증,운전자금,기업은행,1억미만
삼****,여,G46699,그 외 기타 건축자재 도매업,2020-06-22,대출보증,운전자금,기업은행,1억미만
대****,여,F42131,철골 및 관련 구조물 공사업,2020-07-01,대출보증,운전자금,기업은행,1억미만
사****,여,G46592,의료기기 도매업,2020-07-01,대출보증,운전자금,기업은행,1억미만
바****,여,N74100,사업시설 유지ㆍ관리 서비스업,2020-07-20,대출보증,운전자금,기업은행,1억미만
한****,부,G47711,운송장비용 주유소 운영업,2020-10-07,대출보증,운전자금,기업은행,1억이상 3억미만
네****,여,G46592,의료기기 도매업,2020-08-18,대출보증,운전자금,기업은행,1억이상 3억미만
에****,여,F42600,건설장비 운영업,2020-08-07,대출보증,운전자금,기업은행,1억이상 3억미만
엔****,여,N75122,상용 인력 공급 및 인사관리 서비스업,2020-09-02,대출보증,운전자금,기업은행,1억이상 3억미만
프****,여,G45220,자동차 중고 부품 및 내장품 판매업,2020-09-07,대출보증,운전자금,대구은행,1억이상 3억미만
종****,부,G46622,"철물, 금속 파스너 및 수공구 도매업",2020-06-15,대출보증,운전자금,신한은행,1억미만
탑****,여,F42137,비계 및 형틀 공사업,2020-06-19,대출보증,운전자금,기업은행,1억이상 3억미만
영****,여,G46443,화장품 및 화장용품 도매업,2020-11-27,대출보증,운전자금,신한은행,1억이상 3억미만
에****,여,F42420,유리 및 창호 공사업,2020-07-03,대출보증,운전자금,기업은행,1억미만
유****,여,G46105,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업",2020-09-10,대출보증,운전자금,신한은행,1억미만
장****,부,G47121,슈퍼마켓,2020-07-01,대출보증,운전자금,신한은행,1억미만
한****,여,G46313,육류 도매업,2020-09-16,대출보증,운전자금,기업은행,1억이상 3억미만
하****,여,C10122,육류 포장육 및 냉동육 가공업 (가금류 제외),2020-07-20,대출보증,운전자금,기업은행,1억이상 3억미만
나****,여,G46493,"안경, 사진장비 및 광학용품 도매업",2020-10-19,대출보증,운전자금,기업은행,1억이상 3억미만
하****,여,G47599,그 외 기타 분류 안된 가정용품 소매업,2020-09-08,대출보증,운전자금,기업은행,1억이상 3억미만
에****,여,C29299,그 외 기타 특수목적용 기계 제조업,2020-07-03,대출보증,운전자금,기업은행,1억미만
플****,여,G46800,상품 종합 도매업,2020-09-22,대출보증,운전자금,신한은행,1억이상 3억미만
더****,여,C29299,그 외 기타 특수목적용 기계 제조업,2020-07-28,대출보증,운전자금,기업은행,1억미만
파****,여,G46732,비료 및 농약 도매업,2020-06-30,대출보증,운전자금,기업은행,1억이상 3억미만
안****,부,C10121,가금류 가공 및 저장 처리업,2020-12-15,대출보증,운전자금,대구은행,1억이상 3억미만
하****,여,C22249,기타 기계ㆍ장비 조립용 플라스틱 제품 제조업,2020-07-01,대출보증,운전자금,기업은행,1억미만
삼****,여,F42311,일반전기 공사업,2020-09-28,대출보증,운전자금,신한은행,1억이상 3억미만
제****,여,C29294,주형 및 금형 제조업,2020-06-25,대출보증,운전자금,기업은행,1억이상 3억미만
농****,여,G46313,육류 도매업,2020-09-09,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,H49301,일반 화물자동차 운송업,2020-07-30,대출보증,운전자금,신한은행,1억이상 3억미만
대****,부,C29299,그 외 기타 특수목적용 기계 제조업,2020-07-14,대출보증,운전자금,신한은행,1억미만
서****,여,C28423,전시 및 광고용 조명장치 제조업,2020-07-24,대출보증,운전자금,기업은행,1억미만
한****,여,M72121,건물 및 토목 엔지니어링 서비스업,2020-08-14,대출보증,운전자금,신한은행,1억이상 3억미만
휴****,여,N75122,상용 인력 공급 및 인사관리 서비스업,2020-07-09,대출보증,운전자금,기업은행,1억미만
세****,여,G45110,자동차 신품 판매업,2020-07-14,대출보증,운전자금,신한은행,1억미만
연****,여,E38210,지정 외 폐기물 처리업,2020-07-28,대출보증,운전자금,신한은행,1억이상 3억미만
글****,여,J62010,컴퓨터 프로그래밍 서비스업,2020-07-23,대출보증,운전자금,기업은행,1억이상 3억미만
창****,여,G46591,사무용 가구 및 기기 도매업,2020-08-21,대출보증,운전자금,기업은행,1억이상 3억미만
에****,여,C29299,그 외 기타 특수목적용 기계 제조업,2020-09-23,대출보증,운전자금,기업은행,1억이상 3억미만
서****,부,C29299,그 외 기타 특수목적용 기계 제조업,2020-07-21,대출보증,운전자금,신한은행,1억미만
에****,여,C29175,액체 여과기 제조업,2020-07-13,대출보증,운전자금,기업은행,1억미만
진****,여,S95211,자동차 종합 수리업,2020-07-10,대출보증,운전자금,신한은행,1억미만
바****,여,F41111,단독 주택 건설업,2020-08-12,대출보증,운전자금,대구은행,1억이상 3억미만
비****,여,N76390,기타 산업용 기계 및 장비 임대업,2020-07-28,대출보증,운전자금,신한은행,1억이상 3억미만
소****,여,J58222,응용 소프트웨어 개발 및 공급업,2020-07-29,대출보증,운전자금,신한은행,1억이상 3억미만
금****,여,G47711,운송장비용 주유소 운영업,2020-08-04,대출보증,운전자금,신한은행,1억이상 3억미만
극****,여,F42411,도장 공사업,2020-08-20,대출보증,운전자금,기업은행,5억이상
쌤****,여,S96112,두발 미용업,2020-07-27,대출보증,운전자금,기업은행,1억이상 3억미만
아****,여,M71310,광고 대행업,2020-09-18,대출보증,운전자금,기업은행,1억이상 3억미만
비****,부,G46107,그 외 기타 특정 상품 중개업,2020-07-17,대출보증,운전자금,신한은행,1억미만
파****,여,G46799,그 외 기타 상품 전문 도매업,2020-07-21,대출보증,운전자금,신한은행,1억미만
다****,여,G46721,1차 금속제품 도매업,2020-10-19,대출보증,운전자금,기업은행,1억이상 3억미만
이****,여,G46329,기타 가공식품 도매업,2020-08-28,대출보증,운전자금,기업은행,5억이상
보****,부,G46322,수산물 가공식품 도매업,2020-08-10,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,C20501,합성섬유 제조업,2020-07-30,대출보증,운전자금,기업은행,1억미만
대****,여,C25112,구조용 금속 판제품 및 공작물 제조업,2020-08-06,대출보증,운전자금,기업은행,1억이상 3억미만
경****,여,G47711,운송장비용 주유소 운영업,2020-08-04,대출보증,운전자금,신한은행,1억이상 3억미만
황****,부,G47312,통신기기 소매업,2020-07-31,대출보증,운전자금,기업은행,1억이상 3억미만
