일련번호,용도,업종,규모,신용평가기관,등급,발행일,표면금리
7703,차환,도매 및 소매업,중견기업,신보,K11,2019-10-24,5.39
7704,차환,도매 및 소매업,소기업,신보,K15,2019-10-24,5.39
7705,차환,제조업,소기업,신보,K12,2019-10-24,5.39
7706,차환,도매 및 소매업,중기업,신보,K12,2019-10-24,5.39
7707,차환,제조업,중기업,신보,K14,2019-10-24,5.46
7708,차환,제조업,중기업,신보,K13,2019-10-24,5.54
7709,차환,제조업,중기업,신보,K15,2019-10-24,5.54
7710,차환,건설업,소기업,신보,K13,2019-10-24,5.59
7711,차환,제조업,소기업,신보,K12,2019-10-24,5.59
7712,차환,제조업,중기업,신보,K15,2019-10-24,5.59
7713,차환,제조업,중기업,신보,K12,2019-10-24,5.59
7714,차환,제조업,소기업,신보,K15,2019-10-24,5.64
7715,차환,운수 및 창고업,소기업,신보,K15,2019-10-24,5.64
7716,차환,도매 및 소매업,소기업,신보,K12,2019-10-24,5.64
7717,차환,제조업,소기업,신보,K13,2019-10-24,5.64
7718,신규,제조업,소기업,신보,-,2019-10-24,1.7
7719,신규,제조업,소기업,신보,-,2019-10-24,1.7
7720,신규,도매 및 소매업,소기업,신보,-,2019-10-24,1.7
7721,신규,건설업,소기업,신보,-,2019-10-24,1.7
7722,신규,제조업,소기업,신보,-,2019-10-24,1.7
7723,신규,"사업시설 관리, 사업 지원 및 임대 서비스업",소기업,신보,-,2019-10-24,1.7
7724,신규,"사업시설 관리, 사업 지원 및 임대 서비스업",소기업,신보,-,2019-10-24,1.7
7725,신규,도매 및 소매업,소기업,신보,-,2019-10-24,1.7
7726,신규,제조업,소기업,신보,-,2019-10-24,1.7
7727,신규,도매 및 소매업,소기업,신보,-,2019-10-24,1.7
7728,신규,제조업,소기업,신보,-,2019-10-24,1.7
7729,신규,도매 및 소매업,소기업,신보,-,2019-10-24,1.7
7730,신규,제조업,소기업,신보,-,2019-10-24,1.7
7731,신규,제조업,중기업,신보,K1,2019-10-24,2.5
7732,신규,도매 및 소매업,중기업,신보,K1,2019-10-24,2.5
7733,신규,제조업,중기업,신보,K1,2019-10-24,2.5
7734,신규,제조업,중기업,신보,K2,2019-10-24,2.5
7735,신규,제조업,중기업,신보,K1,2019-10-24,2.5
7736,신규,도매 및 소매업,중기업,신보,K2,2019-10-24,2.6
7737,신규,"전문, 과학 및 기술서비스업",소기업,신보,K2,2019-10-24,2.6
7738,신규,제조업,중기업,신보,K2,2019-10-24,2.6
7739,신규,도매 및 소매업,중기업,신보,K2,2019-10-24,2.6
7740,신규,제조업,중기업,신보,K2,2019-10-24,2.6
7741,신규,제조업,소기업,신보,K2,2019-10-24,2.6
7742,신규,제조업,중견기업,신평사,BBB,2019-10-24,2.65
7743,신규,제조업,중기업,신보,K3,2019-10-24,2.8
7744,신규,도매 및 소매업,소기업,신보,K3,2019-10-24,2.8
7745,신규,제조업,소기업,신보,K3,2019-10-24,2.8
7746,신규,제조업,소기업,신보,K3,2019-10-24,2.8
7747,신규,도매 및 소매업,중기업,신보,K3,2019-10-24,2.8
7748,신규,도매 및 소매업,소기업,신보,K3,2019-10-24,2.8
7749,신규,"사업시설 관리, 사업 지원 및 임대 서비스업",중기업,신보,K3,2019-10-24,2.8
7750,신규,제조업,소기업,신보,K3,2019-10-24,2.8
7751,신규,제조업,중기업,신보,K3,2019-10-24,2.8
7752,신규,제조업,중기업,신보,K3,2019-10-24,2.8
7753,신규,도매 및 소매업,중기업,신보,K3,2019-10-24,2.8
7754,신규,제조업,소기업,신보,K3,2019-10-24,2.8
7755,신규,제조업,중기업,신보,K4,2019-10-24,2.9
7756,신규,제조업,중기업,신보,K4,2019-10-24,2.9
7757,신규,제조업,중기업,신보,K4,2019-10-24,3
7758,신규,제조업,중기업,신보,K4,2019-10-24,3
7759,신규,도매 및 소매업,중기업,신보,K4,2019-10-24,3
7760,신규,제조업,중기업,신보,K4,2019-10-24,3
7761,신규,도매 및 소매업,소기업,신보,K4,2019-10-24,3
7762,신규,도매 및 소매업,소기업,신보,K4,2019-10-24,3
7763,신규,제조업,소기업,신보,K4,2019-10-24,3
7764,신규,제조업,중기업,신보,K4,2019-10-24,3
7765,신규,도매 및 소매업,중기업,신보,K4,2019-10-24,3
7766,신규,도매 및 소매업,중기업,신보,K4,2019-10-24,3
7767,신규,제조업,소기업,신보,K4,2019-10-24,3
7768,신규,"수도, 하수 및 폐기물 처리, 원료 재생업",중기업,신보,K4,2019-10-24,3
7769,신규,제조업,중기업,신보,K4,2019-10-24,3
7770,신규,제조업,소기업,신보,K4,2019-10-24,3
7771,신규,제조업,소기업,신보,K4,2019-10-24,3
7772,신규,제조업,중기업,신보,K4,2019-10-24,3
7773,신규,제조업,소기업,신보,K4,2019-10-24,3
7774,신규,도매 및 소매업,중기업,신보,K4,2019-10-24,3
7775,신규,제조업,중기업,신보,K4,2019-10-24,3
7776,신규,숙박 및 음식점업,중기업,신보,K4,2019-10-24,3
7777,신규,제조업,중기업,신보,K4,2019-10-24,3
7778,신규,제조업,중기업,신보,K4,2019-10-24,3
7779,신규,정보통신업,중기업,신보,K4,2019-10-24,3
7780,신규,제조업,중기업,신보,K4,2019-10-24,3
7781,신규,제조업,중기업,신보,K4,2019-10-24,3
7782,신규,운수 및 창고업,중기업,신보,K4,2019-10-24,3
7783,신규,도매 및 소매업,소기업,신보,K4,2019-10-24,3
7784,신규,도매 및 소매업,중기업,신보,K4,2019-10-24,3
7785,신규,제조업,중기업,신보,K5,2019-10-24,3.1
7786,신규,도매 및 소매업,소기업,신보,K5,2019-10-24,3.2
7787,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7788,신규,도매 및 소매업,소기업,신보,K5,2019-10-24,3.2
7789,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7790,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7791,신규,제조업,중기업,신보,K5,2019-10-24,3.2
7792,신규,정보통신업,중기업,신보,K5,2019-10-24,3.2
7793,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7794,신규,도매 및 소매업,소기업,신보,K5,2019-10-24,3.2
7795,신규,도매 및 소매업,소기업,신보,K5,2019-10-24,3.2
7796,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7797,신규,제조업,중기업,신보,K5,2019-10-24,3.2
7798,신규,제조업,중기업,신보,K5,2019-10-24,3.2
7799,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7800,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7801,신규,제조업,중기업,신보,K5,2019-10-24,3.2
7802,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7803,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7804,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7805,신규,제조업,중기업,신보,K5,2019-10-24,3.2
7806,신규,제조업,중기업,신보,K5,2019-10-24,3.2
7807,신규,도매 및 소매업,소기업,신보,K5,2019-10-24,3.2
7808,신규,도매 및 소매업,소기업,신보,K5,2019-10-24,3.2
7809,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7810,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7811,신규,제조업,중기업,신보,K5,2019-10-24,3.2
7812,신규,도매 및 소매업,중기업,신보,K5,2019-10-24,3.2
7813,신규,제조업,중기업,신보,K5,2019-10-24,3.2
7814,신규,"사업시설 관리, 사업 지원 및 임대 서비스업",중기업,신보,K5,2019-10-24,3.2
7815,신규,도매 및 소매업,소기업,신보,K5,2019-10-24,3.2
7816,신규,제조업,소기업,신보,K5,2019-10-24,3.2
7817,신규,"수도, 하수 및 폐기물 처리, 원료 재생업",한시성중소기업,신보,K5,2019-10-24,3.2
7818,신규,제조업,중견기업,신평사,BB+,2019-10-24,3.3
7819,신규,제조업,중견기업,신평사,BB+,2019-10-24,3.3
7820,신규,제조업,중견기업,신평사,BB+,2019-10-24,3.3
7821,신규,도매 및 소매업,소기업,신보,K6,2019-10-24,3.4
7822,신규,제조업,소기업,신보,K6,2019-10-24,3.4
7823,신규,제조업,소기업,신보,K6,2019-10-24,3.4
7824,신규,운수 및 창고업,소기업,신보,K6,2019-10-24,3.4
7825,신규,도매 및 소매업,중기업,신보,K6,2019-10-24,3.4
7826,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7827,신규,건설업,중기업,신보,K6,2019-10-24,3.4
7828,신규,도매 및 소매업,소기업,신보,K6,2019-10-24,3.4
7829,신규,도매 및 소매업,소기업,신보,K6,2019-10-24,3.4
7830,신규,운수 및 창고업,소기업,신보,K6,2019-10-24,3.4
7831,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7832,신규,도매 및 소매업,소기업,신보,K6,2019-10-24,3.4
7833,신규,도매 및 소매업,소기업,신보,K6,2019-10-24,3.4
7834,신규,"수도, 하수 및 폐기물 처리, 원료 재생업",소기업,신보,K6,2019-10-24,3.4
7835,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7836,신규,제조업,소기업,신보,K6,2019-10-24,3.4
7837,신규,도매 및 소매업,중기업,신보,K6,2019-10-24,3.4
7838,신규,운수 및 창고업,중기업,신보,K6,2019-10-24,3.4
7839,신규,건설업,중기업,신보,K6,2019-10-24,3.4
7840,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7841,신규,제조업,소기업,신보,K6,2019-10-24,3.4
7842,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7843,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7844,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7845,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7846,신규,도매 및 소매업,중기업,신보,K6,2019-10-24,3.4
7847,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7848,신규,도매 및 소매업,중기업,신보,K6,2019-10-24,3.4
7849,신규,건설업,소기업,신보,K6,2019-10-24,3.4
7850,신규,도매 및 소매업,소기업,신보,K6,2019-10-24,3.4
7851,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7852,신규,제조업,소기업,신보,K6,2019-10-24,3.4
7853,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7854,신규,도매 및 소매업,소기업,신보,K6,2019-10-24,3.4
7855,신규,제조업,중기업,신보,K6,2019-10-24,3.4
7856,신규,도매 및 소매업,중기업,신보,K7,2019-10-24,3.7
7857,신규,"전문, 과학 및 기술서비스업",소기업,신보,K7,2019-10-24,3.7
7858,신규,제조업,중기업,신보,K7,2019-10-24,3.7
7859,신규,제조업,소기업,신보,K7,2019-10-24,3.7
7860,신규,제조업,소기업,신보,K7,2019-10-24,3.7
7861,신규,"전문, 과학 및 기술서비스업",중기업,신보,K7,2019-10-24,3.7
7862,신규,제조업,소기업,신보,K7,2019-10-24,3.7
7863,신규,도매 및 소매업,중기업,신보,K7,2019-10-24,3.7
7864,신규,제조업,중기업,신보,K7,2019-10-24,3.7
7865,신규,제조업,소기업,신보,K7,2019-10-24,3.7
7866,신규,제조업,중기업,신보,K7,2019-10-24,3.7
7867,신규,제조업,소기업,신보,K7,2019-10-24,3.7
7868,신규,도매 및 소매업,소기업,신보,K7,2019-10-24,3.7
7869,신규,제조업,중기업,신보,K7,2019-10-24,3.7
7870,신규,제조업,중기업,신보,K7,2019-10-24,3.7
7871,신규,제조업,중기업,신보,K7,2019-10-24,3.7
7872,신규,제조업,중기업,신보,K7,2019-10-24,3.7
7873,신규,도매 및 소매업,중기업,신보,K7,2019-10-24,3.7
7874,신규,제조업,중기업,신보,K8,2019-10-24,4
7875,신규,도매 및 소매업,중기업,신보,K8,2019-10-24,4
7876,신규,도매 및 소매업,중기업,신보,K8,2019-10-24,4
7877,신규,도매 및 소매업,중기업,신보,K8,2019-10-24,4
7878,신규,도매 및 소매업,중기업,신보,K8,2019-10-24,4
7879,신규,제조업,중기업,신보,K8,2019-10-24,4
7880,신규,도매 및 소매업,중기업,신보,K8,2019-10-24,4
7881,신규,제조업,중기업,신보,K8,2019-10-24,4
7882,신규,도매 및 소매업,소기업,신보,K8,2019-10-24,4
7883,신규,도매 및 소매업,소기업,신보,K8,2019-10-24,4
7884,신규,도매 및 소매업,소기업,신보,K8,2019-10-24,4
7885,신규,제조업,소기업,신보,K8,2019-10-24,4
7886,신규,도매 및 소매업,중기업,신보,K8,2019-10-24,4
7887,신규,제조업,소기업,신보,K8,2019-10-24,4
7888,신규,도매 및 소매업,중기업,신보,K8,2019-10-24,4
7889,신규,건설업,중기업,신보,K8,2019-10-24,4
7890,신규,건설업,중기업,신보,K9,2019-10-24,4.3
7891,신규,도매 및 소매업,중기업,신보,K9,2019-10-24,4.3
7892,신규,도매 및 소매업,소기업,신보,K9,2019-10-24,4.3
7893,신규,제조업,중기업,신보,K9,2019-10-24,4.3
7894,신규,건설업,소기업,신보,K9,2019-10-24,4.3
7895,신규,제조업,중기업,신보,K2,2019-11-28,2.47
7896,신규,건설업,중견기업,신평사,BBB,2019-11-28,2.52
7897,신규,도매 및 소매업,소기업,신보,K3,2019-11-28,2.67
7898,신규,제조업,소기업,신보,K2,2019-11-28,2.67
7899,신규,제조업,중견기업,신평사,BBB-,2019-11-28,2.72
7900,신규,제조업,중견기업,신평사,BBB-,2019-11-28,2.72
7901,신규,제조업,중기업,신보,K3,2019-11-28,2.87
7902,신규,도매 및 소매업,소기업,신보,K4,2019-11-28,2.87
7903,신규,도매 및 소매업,중기업,신보,K4,2019-11-28,2.87
7904,신규,제조업,중기업,신보,K5,2019-11-28,2.97
7905,신규,도매 및 소매업,중기업,신보,K4,2019-11-28,3.07
7906,신규,제조업,중기업,신보,K5,2019-11-28,3.07
7907,신규,도매 및 소매업,중기업,신보,K5,2019-11-28,3.07
7908,신규,제조업,중기업,신보,K5,2019-11-28,3.07
7909,신규,제조업,중기업,신보,K5,2019-11-28,3.07
7910,신규,제조업,중기업,신보,K5,2019-11-28,3.07
7911,신규,도매 및 소매업,중견기업,신평사,BB+,2019-11-28,3.17
7912,신규,제조업,소기업,신보,K6,2019-11-28,3.27
7913,신규,도매 및 소매업,중기업,신보,K5,2019-11-28,3.27
7914,신규,제조업,중기업,신보,K5,2019-11-28,3.27
7915,신규,제조업,중기업,신보,K6,2019-11-28,3.27
7916,신규,운수 및 창고업,중기업,신보,K5,2019-11-28,3.27
7917,신규,제조업,중기업,신보,K6,2019-11-28,3.47
7918,신규,도매 및 소매업,중기업,신보,K7,2019-11-28,3.57
7919,신규,제조업,중견기업,신평사,BB,2019-11-28,3.67
7920,신규,제조업,중견기업,신평사,BB,2019-11-28,3.67
7921,신규,제조업,중기업,신보,K8,2019-11-28,3.87
7922,신규,제조업,중기업,신보,K8,2019-11-28,3.87
7923,신규,제조업,중견기업,신평사,BB-,2019-11-28,3.97
7924,신규,제조업,중견기업,신평사,BB-,2019-11-28,3.97
7925,신규,제조업,중견기업,신평사,BB-,2019-11-28,3.97
7926,신규,제조업,중견기업,신평사,BB-,2019-11-28,3.97
7927,신규,제조업,중견기업,신평사,BB-,2019-11-28,3.97
7928,신규,도매 및 소매업,중기업,신보,K9,2019-11-28,4.37
7929,신규,도매 및 소매업,중기업,신보,K10,2019-11-28,4.67
7930,차환,제조업,소기업,신보,K2,2019-11-28,2.73
7931,차환,건설업,중견기업,신평사,BBB,2019-11-28,2.83
7932,차환,도매 및 소매업,소기업,신보,K3,2019-11-28,3.08
7933,차환,건설업,중견기업,신평사,BBB-,2019-11-28,3.13
7934,차환,"사업시설 관리, 사업 지원 및 임대 서비스업",중기업,신보,K4,2019-11-28,3.23
7935,차환,제조업,소기업,신보,K4,2019-11-28,3.23
7936,차환,제조업,중기업,신보,K4,2019-11-28,3.23
7937,차환,운수 및 창고업,중기업,신보,K4,2019-11-28,3.23
7938,차환,도매 및 소매업,중기업,신보,K4,2019-11-28,3.23
7939,차환,제조업,소기업,신보,K4,2019-11-28,3.28
7940,차환,제조업,소기업,신보,K4,2019-11-28,3.28
7941,차환,도매 및 소매업,중기업,신보,K5,2019-11-28,3.43
7942,차환,도매 및 소매업,중기업,신보,K5,2019-11-28,3.43
7943,차환,도매 및 소매업,소기업,신보,K5,2019-11-28,3.43
7944,차환,도매 및 소매업,중기업,신보,K5,2019-11-28,3.43
7945,차환,제조업,소기업,신보,K5,2019-11-28,3.43
7946,차환,도매 및 소매업,소기업,신보,K5,2019-11-28,3.43
7947,차환,제조업,중기업,신보,K5,2019-11-28,3.43
7948,차환,제조업,소기업,신보,K5,2019-11-28,3.43
7949,차환,제조업,중기업,신보,K5,2019-11-28,3.48
7950,차환,도매 및 소매업,중기업,신보,K5,2019-11-28,3.48
7951,차환,도매 및 소매업,중기업,신보,K5,2019-11-28,3.48
7952,차환,도매 및 소매업,중기업,신보,K6,2019-11-28,3.53
7953,차환,제조업,중기업,신보,K6,2019-11-28,3.53
7954,차환,제조업,중기업,신보,K6,2019-11-28,3.58
7955,차환,제조업,중기업,신보,K6,2019-11-28,3.58
7956,차환,보건업 및 사회복지 서비스업,중기업,신보,K6,2019-11-28,3.63
7957,차환,도매 및 소매업,중기업,신보,K6,2019-11-28,3.63
7958,차환,도매 및 소매업,중기업,신보,K6,2019-11-28,3.63
7959,차환,도매 및 소매업,중기업,신보,K6,2019-11-28,3.63
7960,차환,건설업,중기업,신보,K6,2019-11-28,3.63
7961,차환,도매 및 소매업,중기업,신보,K6,2019-11-28,3.63
7962,차환,제조업,중기업,신보,K6,2019-11-28,3.63
7963,차환,도매 및 소매업,소기업,신보,K6,2019-11-28,3.63
7964,차환,제조업,중기업,신보,K6,2019-11-28,3.63
7965,차환,제조업,중기업,신보,K6,2019-11-28,3.63
7966,차환,도매 및 소매업,중기업,신보,K6,2019-11-28,3.63
7967,차환,제조업,중기업,신보,K6,2019-11-28,3.63
7968,차환,제조업,중기업,신보,K6,2019-11-28,3.63
7969,차환,도매 및 소매업,중기업,신보,K6,2019-11-28,3.68
7970,차환,제조업,소기업,신보,K6,2019-11-28,3.68
7971,차환,건설업,소기업,신보,K6,2019-11-28,3.68
7972,차환,제조업,중기업,신보,K6,2019-11-28,3.68
7973,차환,제조업,소기업,신보,K5,2019-11-28,3.68
7974,차환,제조업,소기업,신보,K6,2019-11-28,3.68
7975,차환,제조업,중기업,신보,K6,2019-11-28,3.68
7976,차환,건설업,중견기업,신평사,BB+,2019-11-28,3.73
7977,차환,제조업,중견기업,신보,K5,2019-11-28,3.73
7978,차환,운수 및 창고업,중견기업,신평사,BB+,2019-11-28,3.78
7979,차환,제조업,중기업,신보,K7,2019-11-28,3.83
7980,차환,도매 및 소매업,중기업,신보,K7,2019-11-28,3.83
7981,차환,도매 및 소매업,소기업,신보,K6,2019-11-28,3.88
7982,차환,도매 및 소매업,중기업,신보,K6,2019-11-28,3.88
7983,차환,도매 및 소매업,중기업,신보,K7,2019-11-28,3.93
7984,차환,도매 및 소매업,중기업,신보,K7,2019-11-28,3.93
7985,차환,제조업,중기업,신보,K7,2019-11-28,3.93
7986,차환,제조업,소기업,신보,K7,2019-11-28,3.93
7987,차환,제조업,중기업,신보,K7,2019-11-28,3.93
7988,차환,도매 및 소매업,중기업,신보,K7,2019-11-28,3.93
7989,차환,"전문, 과학 및 기술서비스업",중기업,신보,K7,2019-11-28,3.93
7990,차환,제조업,소기업,신보,K7,2019-11-28,3.93
7991,차환,제조업,중기업,신보,K7,2019-11-28,3.93
7992,차환,제조업,소기업,신보,K7,2019-11-28,3.93
7993,차환,제조업,중기업,신보,K7,2019-11-28,3.93
7994,차환,정보통신업,중기업,신보,K7,2019-11-28,3.93
7995,차환,제조업,중견기업,신보,K6,2019-11-28,3.93
7996,차환,도매 및 소매업,소기업,신보,K7,2019-11-28,3.93
7997,차환,운수 및 창고업,중기업,신보,K7,2019-11-28,3.93
7998,차환,제조업,소기업,신보,K7,2019-11-28,3.93
7999,차환,도매 및 소매업,소기업,신보,K7,2019-11-28,3.98
8000,차환,도매 및 소매업,중기업,신보,K7,2019-11-28,3.98
8001,차환,"협회 및 단체, 수리 및 기타 개인 서비스업",중기업,신보,K7,2019-11-28,3.98
8002,차환,제조업,중기업,신보,K7,2019-11-28,3.98
8003,차환,제조업,중기업,신보,K7,2019-11-28,3.98
8004,차환,제조업,중기업,신보,K7,2019-11-28,3.98
8005,차환,건설업,중기업,신보,K7,2019-11-28,3.98
8006,차환,제조업,중기업,신보,K7,2019-11-28,3.98
8007,차환,"수도, 하수 및 폐기물 처리, 원료 재생업",소기업,신보,K7,2019-11-28,3.98
8008,차환,도매 및 소매업,중기업,신보,K7,2019-11-28,3.98
8009,차환,도매 및 소매업,소기업,신보,K7,2019-11-28,3.98
8010,차환,제조업,중기업,신보,K7,2019-11-28,3.98
8011,차환,도매 및 소매업,중견기업,신보,K6,2019-11-28,3.98
8012,차환,정보통신업,중기업,신보,K7,2019-11-28,3.98
8013,차환,도매 및 소매업,소기업,신보,K7,2019-11-28,3.98
8014,차환,제조업,중기업,신보,K8,2019-11-28,4.11
8015,차환,제조업,소기업,신보,K8,2019-11-28,4.11
8016,차환,도매 및 소매업,소기업,신보,K8,2019-11-28,4.13
8017,차환,제조업,중기업,신보,K7,2019-11-28,4.18
8018,차환,도매 및 소매업,중기업,신보,K8,2019-11-28,4.23
8019,차환,도매 및 소매업,중기업,신보,K8,2019-11-28,4.23
8020,차환,제조업,소기업,신보,K8,2019-11-28,4.23
8021,차환,제조업,소기업,신보,K8,2019-11-28,4.23
8022,차환,도매 및 소매업,중기업,신보,K8,2019-11-28,4.23
8023,차환,제조업,중기업,신보,K8,2019-11-28,4.23
8024,차환,제조업,소기업,신보,K8,2019-11-28,4.23
8025,차환,제조업,중기업,신보,K7,2019-11-28,4.23
8026,차환,도매 및 소매업,중기업,신보,K8,2019-11-28,4.23
8027,차환,제조업,소기업,신보,K8,2019-11-28,4.23
8028,차환,제조업,중견기업,신보,K7,2019-11-28,4.23
8029,차환,제조업,소기업,신보,K8,2019-11-28,4.27
8030,차환,제조업,소기업,신보,K8,2019-11-28,4.28
8031,차환,도매 및 소매업,소기업,신보,K8,2019-11-28,4.28
8032,차환,도매 및 소매업,중견기업,신보,K7,2019-11-28,4.28
8033,차환,도매 및 소매업,중기업,신보,K8,2019-11-28,4.28
8034,차환,제조업,소기업,신보,K8,2019-11-28,4.28
8035,차환,제조업,중견기업,신보,K7,2019-11-28,4.28
8036,차환,도매 및 소매업,중기업,신보,K8,2019-11-28,4.28
8037,차환,건설업,중기업,신보,K8,2019-11-28,4.28
8038,차환,제조업,중기업,신평사,BB-,2019-11-28,4.28
8039,차환,도매 및 소매업,중기업,신보,K8,2019-11-28,4.28
8040,차환,도매 및 소매업,중기업,신보,K8,2019-11-28,4.28
8041,차환,운수 및 창고업,중기업,신보,K8,2019-11-28,4.28
8042,차환,제조업,소기업,신보,K8,2019-11-28,4.28
8043,차환,"사업시설 관리, 사업 지원 및 임대 서비스업",중기업,신보,K8,2019-11-28,4.28
8044,차환,제조업,중기업,신보,K8,2019-11-28,4.28
8045,차환,보건업 및 사회복지 서비스업,중기업,신보,K8,2019-11-28,4.28
8046,차환,도매 및 소매업,중기업,신보,K9,2019-11-28,4.43
8047,차환,제조업,소기업,신보,K9,2019-11-28,4.48
8048,차환,제조업,소기업,신보,K9,2019-11-28,4.48
8049,차환,"수도, 하수 및 폐기물 처리, 원료 재생업",소기업,신보,K9,2019-11-28,4.48
8050,차환,제조업,중기업,신보,K9,2019-11-28,4.49
8051,차환,정보통신업,중견기업,신보,K8,2019-11-28,4.53
8052,차환,도매 및 소매업,중기업,신보,K9,2019-11-28,4.53
8053,차환,제조업,소기업,신보,K9,2019-11-28,4.53
8054,차환,제조업,중기업,신보,K9,2019-11-28,4.53
8055,차환,제조업,소기업,신보,K9,2019-11-28,4.53
8056,차환,제조업,소기업,신보,K9,2019-11-28,4.53
8057,차환,제조업,중기업,신보,K9,2019-11-28,4.53
8058,차환,제조업,중기업,신보,K9,2019-11-28,4.53
8059,차환,운수 및 창고업,중기업,신보,K9,2019-11-28,4.53
8060,차환,도매 및 소매업,중기업,신보,K9,2019-11-28,4.53
8061,차환,운수 및 창고업,중기업,신보,K9,2019-11-28,4.53
8062,차환,제조업,소기업,신보,K9,2019-11-28,4.53
8063,차환,도매 및 소매업,중기업,신보,K9,2019-11-28,4.53
8064,차환,도매 및 소매업,중기업,신보,K9,2019-11-28,4.53
8065,차환,도매 및 소매업,중기업,신보,K9,2019-11-28,4.53
8066,차환,제조업,소기업,신보,K9,2019-11-28,4.53
8067,차환,제조업,소기업,신보,K9,2019-11-28,4.53
8068,차환,제조업,중기업,신보,K9,2019-11-28,4.53
8069,차환,제조업,소기업,신보,K9,2019-11-28,4.57
8070,차환,도매 및 소매업,중기업,신보,K9,2019-11-28,4.58
8071,차환,제조업,소기업,신보,K9,2019-11-28,4.58
8072,차환,건설업,소기업,신보,K9,2019-11-28,4.58
8073,차환,제조업,소기업,신보,K9,2019-11-28,4.58
8074,차환,도매 및 소매업,소기업,신보,K9,2019-11-28,4.58
8075,차환,제조업,소기업,신보,K9,2019-11-28,4.58
8076,차환,제조업,중기업,신보,K9,2019-11-28,4.58
8077,차환,운수 및 창고업,소기업,신보,K9,2019-11-28,4.58
8078,차환,"사업시설 관리, 사업 지원 및 임대 서비스업",중기업,신보,K9,2019-11-28,4.58
8079,차환,도매 및 소매업,중견기업,신보,K8,2019-11-28,4.58
8080,차환,제조업,중기업,신보,K9,2019-11-28,4.58
8081,차환,도매 및 소매업,소기업,신보,K9,2019-11-28,4.58
8082,차환,제조업,중기업,신보,K9,2019-11-28,4.73
8083,차환,운수 및 창고업,소기업,신보,K9,2019-11-28,4.73
8084,차환,제조업,소기업,신보,K10,2019-11-28,4.73
8085,차환,도매 및 소매업,소기업,신보,K9,2019-11-28,4.78
8086,차환,건설업,소기업,신보,K10,2019-11-28,4.83
8087,차환,제조업,소기업,신보,K10,2019-11-28,4.83
8088,차환,제조업,소기업,신보,K10,2019-11-28,4.83
8089,차환,제조업,소기업,신보,K10,2019-11-28,4.83
8090,차환,건설업,중기업,신보,K10,2019-11-28,4.83
8091,차환,제조업,중기업,신보,K9,2019-11-28,4.83
8092,차환,도매 및 소매업,소기업,신보,K10,2019-11-28,4.83
8093,차환,제조업,소기업,신보,K10,2019-11-28,4.83
8094,차환,제조업,중기업,신보,K10,2019-11-28,4.83
8095,차환,제조업,중기업,신보,K9,2019-11-28,4.83
8096,차환,건설업,중기업,신보,K10,2019-11-28,4.83
8097,차환,건설업,중기업,신보,K10,2019-11-28,4.83
8098,차환,제조업,소기업,신보,K10,2019-11-28,4.88
8099,차환,제조업,중기업,신보,K10,2019-11-28,4.88
8100,차환,제조업,중기업,신보,K10,2019-11-28,4.88
8101,차환,제조업,중기업,신보,K10,2019-11-28,4.88
8102,차환,제조업,중기업,신보,K10,2019-11-28,4.88
8103,차환,제조업,중견기업,신보,K9,2019-11-28,4.88
8104,차환,도매 및 소매업,중기업,신보,K10,2019-11-28,4.88
8105,차환,제조업,소기업,신보,K10,2019-11-28,4.88
8106,차환,정보통신업,중기업,신보,K10,2019-11-28,4.88
8107,차환,도매 및 소매업,소기업,신보,K10,2019-11-28,4.88
8108,차환,제조업,중기업,신보,K10,2019-11-28,5.03
8109,차환,건설업,중기업,신보,K10,2019-11-28,5.03
8110,차환,제조업,중기업,신보,K11,2019-11-28,5.08
8111,차환,도매 및 소매업,중기업,신보,K10,2019-11-28,5.08
8112,차환,제조업,소기업,신보,K10,2019-11-28,5.08
8113,차환,건설업,소기업,신보,K10,2019-11-28,5.08
8114,차환,운수 및 창고업,중기업,신보,K11,2019-11-28,5.13
8115,차환,도매 및 소매업,중기업,신보,K11,2019-11-28,5.13
8116,차환,제조업,소기업,신보,K11,2019-11-28,5.13
