일련번호,용도,업종,규모,신용평가기관,등급,발행일,표면금리
8117,차환,건설업,중기업,신보,K11,2019-11-28,5.13
8118,차환,제조업,중기업,신보,K11,2019-11-28,5.13
8119,차환,도매 및 소매업,소기업,신보,K11,2019-11-28,5.13
8120,차환,제조업,소기업,신보,K11,2019-11-28,5.13
8121,차환,제조업,소기업,신보,K11,2019-11-28,5.18
8122,차환,도매 및 소매업,중기업,신보,K11,2019-11-28,5.18
8123,차환,도매 및 소매업,중기업,신보,K11,2019-11-28,5.18
8124,차환,제조업,중기업,신보,K11,2019-11-28,5.18
8125,차환,제조업,소기업,신보,K11,2019-11-28,5.18
8126,차환,제조업,소기업,신보,K11,2019-11-28,5.18
8127,차환,도매 및 소매업,중기업,신보,K11,2019-11-28,5.18
8128,차환,제조업,소기업,신보,K11,2019-11-28,5.18
8129,차환,제조업,중기업,신보,K11,2019-11-28,5.18
8130,차환,제조업,소기업,신보,K11,2019-11-28,5.18
8131,차환,도매 및 소매업,소기업,신보,K13,2019-11-28,5.33
8132,차환,제조업,소기업,신보,K11,2019-11-28,5.33
8133,차환,제조업,소기업,신보,K12,2019-11-28,5.38
8134,차환,제조업,중기업,신보,K12,2019-11-28,5.43
8135,차환,"전문, 과학 및 기술서비스업",중기업,신보,K12,2019-11-28,5.43
8136,차환,도매 및 소매업,중기업,신보,K12,2019-11-28,5.43
8137,차환,도매 및 소매업,소기업,신보,K15,2019-11-28,5.43
8138,차환,도매 및 소매업,소기업,신보,K12,2019-11-28,5.43
8139,차환,제조업,중기업,신보,K13,2019-11-28,5.43
8140,차환,제조업,중기업,신보,K13,2019-11-28,5.43
8141,차환,제조업,소기업,신보,K13,2019-11-28,5.43
8142,차환,건설업,소기업,신보,K12,2019-11-28,5.43
8143,차환,도매 및 소매업,소기업,신보,K11,2019-11-28,5.43
8144,차환,건설업,소기업,신보,K12,2019-11-28,5.48
8145,차환,건설업,중기업,신보,K12,2019-11-28,5.48
8146,차환,제조업,소기업,신보,K12,2019-11-28,5.48
8147,차환,제조업,소기업,신보,K14,2019-11-28,5.48
8148,차환,건설업,중기업,신보,K14,2019-11-28,5.48
8149,차환,건설업,소기업,신보,K12,2019-11-28,5.48
8150,차환,도매 및 소매업,중견기업,신보,K11,2019-11-28,5.48
8151,차환,제조업,소기업,신보,K13,2019-11-28,5.48
8152,차환,제조업,중기업,신보,K13,2019-11-28,5.48
8153,차환,제조업,소기업,신보,K12,2019-11-28,5.48
8154,차환,제조업,소기업,신보,K14,2019-11-28,5.48
8155,차환,제조업,소기업,신보,K12,2019-11-28,5.48
8156,차환,제조업,중기업,신보,K12,2019-11-28,5.48
8157,차환,제조업,중기업,신보,K15,2019-11-28,5.48
8158,차환,제조업,중기업,신보,K13,2019-11-28,5.48
8159,차환,제조업,중기업,신보,K14,2019-11-28,5.55
8160,차환,제조업,소기업,신보,K14,2019-11-28,5.63
8161,차환,제조업,중기업,신보,K14,2019-11-28,5.63
8162,차환,제조업,중기업,신보,K13,2019-11-28,5.68
8163,차환,제조업,중기업,신보,K15,2019-11-28,5.68
8164,차환,"수도, 하수 및 폐기물 처리, 원료 재생업",중기업,신보,K14,2019-11-28,5.68
8165,차환,제조업,중기업,신보,K13,2019-11-28,5.68
8166,차환,제조업,중견기업,신보,K14,2019-11-28,5.69
8167,차환,제조업,소기업,신보,K12,2019-11-28,5.73
8168,차환,제조업,소기업,신보,K12,2019-11-28,5.73
8169,차환,제조업,중기업,신보,K15,2019-11-28,5.73
8170,차환,도매 및 소매업,소기업,신보,K12,2019-11-28,5.73
8171,신규,도매 및 소매업,소기업,신보,-,2019-12-19,1.71
8172,신규,제조업,소기업,신보,-,2019-12-19,1.71
8173,신규,제조업,중기업,신보,K2,2019-12-19,2.41
8174,신규,건설업,중견기업,신평사,BBB,2019-12-19,2.46
8175,신규,제조업,중기업,신보,K2,2019-12-19,2.61
8176,신규,도매 및 소매업,중기업,신보,K2,2019-12-19,2.61
8177,신규,제조업,중견기업,신평사,BBB-,2019-12-19,2.66
8178,신규,운수 및 창고업,소기업,신보,K3,2019-12-19,2.81
8179,신규,도매 및 소매업,중기업,신보,K3,2019-12-19,2.81
8180,신규,정보통신업,중기업,신보,K3,2019-12-19,2.81
8181,신규,제조업,중기업,신보,K4,2019-12-19,3.01
8182,신규,정보통신업,중기업,신보,K4,2019-12-19,3.01
8183,신규,도매 및 소매업,중기업,신보,K4,2019-12-19,3.01
8184,신규,도매 및 소매업,소기업,신보,K4,2019-12-19,3.01
8185,신규,제조업,중기업,신보,K5,2019-12-19,3.01
8186,신규,도매 및 소매업,소기업,신보,K5,2019-12-19,3.21
8187,신규,제조업,소기업,신보,K5,2019-12-19,3.21
8188,신규,제조업,중기업,신보,K5,2019-12-19,3.21
8189,신규,제조업,중기업,신보,K5,2019-12-19,3.21
8190,신규,도매 및 소매업,소기업,신보,K5,2019-12-19,3.21
8191,신규,제조업,중기업,신보,K5,2019-12-19,3.21
8192,신규,도매 및 소매업,중기업,신보,K5,2019-12-19,3.21
8193,신규,제조업,중기업,신보,K5,2019-12-19,3.21
8194,신규,도매 및 소매업,중기업,신보,K6,2019-12-19,3.41
8195,신규,도매 및 소매업,중기업,신보,K6,2019-12-19,3.41
8196,신규,건설업,소기업,신보,K6,2019-12-19,3.41
8197,신규,제조업,소기업,신보,K6,2019-12-19,3.41
8198,신규,제조업,중기업,신보,K6,2019-12-19,3.41
8199,신규,도매 및 소매업,소기업,신보,K6,2019-12-19,3.41
8200,신규,도매 및 소매업,중기업,신보,K6,2019-12-19,3.41
8201,신규,도매 및 소매업,소기업,신보,K6,2019-12-19,3.41
8202,신규,제조업,중기업,신보,K6,2019-12-19,3.41
8203,신규,도매 및 소매업,중기업,신보,K6,2019-12-19,3.41
8204,신규,제조업,중기업,신보,K6,2019-12-19,3.41
8205,신규,정보통신업,중기업,신보,K6,2019-12-19,3.41
8206,신규,도매 및 소매업,중기업,신보,K6,2019-12-19,3.41
8207,신규,제조업,중기업,신보,K7,2019-12-19,3.71
8208,신규,제조업,중기업,신보,K7,2019-12-19,3.71
8209,신규,도매 및 소매업,소기업,신보,K7,2019-12-19,3.71
8210,신규,운수 및 창고업,중기업,신보,K7,2019-12-19,3.71
8211,신규,제조업,소기업,신보,K7,2019-12-19,3.71
8212,신규,제조업,중기업,신보,K7,2019-12-19,3.71
8213,신규,제조업,중기업,신보,K7,2019-12-19,3.71
8214,신규,제조업,소기업,신보,K7,2019-12-19,3.71
8215,신규,도매 및 소매업,소기업,신보,K7,2019-12-19,3.71
8216,신규,도매 및 소매업,중견기업,신평사,BB,2019-12-19,3.81
8217,신규,제조업,중견기업,신평사,BB-,2019-12-19,3.91
8218,신규,제조업,중견기업,신평사,BB-,2019-12-19,3.91
8219,신규,건설업,중기업,신보,K8,2019-12-19,4.01
8220,신규,도매 및 소매업,소기업,신보,K8,2019-12-19,4.01
8221,신규,도매 및 소매업,중기업,신보,K8,2019-12-19,4.01
8222,신규,도매 및 소매업,중기업,신보,K8,2019-12-19,4.01
8223,신규,건설업,중기업,신보,K9,2019-12-19,4.31
8224,신규,제조업,소기업,신보,K9,2019-12-19,4.31
8225,신규,건설업,중기업,신보,K9,2019-12-19,4.31
8226,신규,제조업,소기업,신보,K9,2019-12-19,4.31
8227,신규,제조업,중기업,신보,K9,2019-12-19,4.31
8228,신규,도매 및 소매업,중기업,신보,K2,2020-03-26,2.47
8229,신규,제조업,중기업,신보,K3,2020-03-26,2.67
8230,신규,제조업,소기업,신보,K3,2020-03-26,2.67
8231,신규,도매 및 소매업,중견기업,신평사,BBB-,2020-03-26,2.72
8232,신규,"전문, 과학 및 기술서비스업",중기업,신보,K4,2020-03-26,2.87
8233,신규,제조업,소기업,신보,K5,2020-03-26,2.87
8234,신규,도매 및 소매업,소기업,신보,K4,2020-03-26,2.87
8235,신규,제조업,중기업,신보,K4,2020-03-26,2.87
8236,신규,제조업,중기업,신보,K4,2020-03-26,2.87
8237,신규,제조업,중기업,신보,K4,2020-03-26,2.87
8238,신규,"사업시설 관리, 사업 지원 및 임대 서비스업",중기업,신보,K4,2020-03-26,2.87
8239,신규,제조업,소기업,신보,K4,2020-03-26,2.87
8240,신규,제조업,중기업,신보,K4,2020-03-26,2.87
8241,신규,제조업,소기업,신보,K5,2020-03-26,3.07
8242,신규,제조업,소기업,신보,K5,2020-03-26,3.07
8243,신규,도매 및 소매업,소기업,신보,K5,2020-03-26,3.07
8244,신규,운수 및 창고업,중기업,신보,K5,2020-03-26,3.07
8245,신규,도매 및 소매업,중기업,신보,K5,2020-03-26,3.07
8246,신규,제조업,중기업,신보,K6,2020-03-26,3.07
8247,신규,도매 및 소매업,중기업,신보,K5,2020-03-26,3.07
8248,신규,도매 및 소매업,중기업,신보,K5,2020-03-26,3.07
8249,신규,제조업,한시성중소기업,신보,K5,2020-03-26,3.07
8250,신규,도매 및 소매업,중기업,신보,K5,2020-03-26,3.07
8251,신규,운수 및 창고업,중기업,신보,K5,2020-03-26,3.07
8252,신규,제조업,중기업,신보,K5,2020-03-26,3.07
8253,신규,제조업,중기업,신보,K5,2020-03-26,3.07
8254,신규,제조업,중기업,신보,K6,2020-03-26,3.17
8255,신규,운수 및 창고업,소기업,신보,K6,2020-03-26,3.27
8256,신규,"협회 및 단체, 수리 및 기타 개인 서비스업",중기업,신보,K6,2020-03-26,3.27
8257,신규,제조업,중기업,신보,K6,2020-03-26,3.27
8258,신규,제조업,소기업,신보,K6,2020-03-26,3.27
8259,신규,제조업,중기업,신보,K6,2020-03-26,3.27
8260,신규,도매 및 소매업,소기업,신보,K6,2020-03-26,3.27
8261,신규,제조업,중기업,신보,K6,2020-03-26,3.27
8262,신규,도매 및 소매업,중기업,신보,K6,2020-03-26,3.27
8263,신규,제조업,중기업,신보,K6,2020-03-26,3.27
8264,신규,도매 및 소매업,중기업,신보,K6,2020-03-26,3.27
8265,신규,도매 및 소매업,중기업,신보,K6,2020-03-26,3.27
8266,신규,제조업,중기업,신보,K6,2020-03-26,3.27
8267,신규,제조업,소기업,신보,K6,2020-03-26,3.27
8268,신규,운수 및 창고업,중기업,신보,K6,2020-03-26,3.27
8269,신규,제조업,중기업,신보,K6,2020-03-26,3.27
8270,신규,제조업,중기업,신보,K6,2020-03-26,3.27
8271,신규,도매 및 소매업,중기업,신보,K7,2020-03-26,3.57
8272,신규,도매 및 소매업,중기업,신보,K7,2020-03-26,3.57
8273,신규,건설업,소기업,신보,K7,2020-03-26,3.57
8274,신규,건설업,소기업,신보,K7,2020-03-26,3.57
8275,신규,건설업,중기업,신보,K7,2020-03-26,3.57
8276,신규,운수 및 창고업,중기업,신보,K7,2020-03-26,3.57
8277,신규,도매 및 소매업,중기업,신보,K7,2020-03-26,3.57
8278,신규,제조업,중기업,신보,K7,2020-03-26,3.57
8279,신규,제조업,중기업,신보,K7,2020-03-26,3.57
8280,신규,도매 및 소매업,중기업,신보,K7,2020-03-26,3.57
8281,신규,제조업,소기업,신보,K8,2020-03-26,3.87
8282,신규,도매 및 소매업,중기업,신보,K8,2020-03-26,3.87
8283,신규,도매 및 소매업,중기업,신보,K8,2020-03-26,3.87
8284,신규,도매 및 소매업,중기업,신보,K8,2020-03-26,3.87
8285,신규,제조업,중기업,신보,K8,2020-03-26,3.87
8286,신규,건설업,중기업,신보,K8,2020-03-26,3.87
8287,신규,운수 및 창고업,중견기업,신평사,BB-,2020-03-26,3.97
8288,차환,보건업 및 사회복지 서비스업,중기업,신보,K3,2020-03-26,2.83
8289,차환,제조업,중기업,신보,K3,2020-03-26,2.93
8290,차환,도매 및 소매업,소기업,신보,K4,2020-03-26,2.93
8291,차환,제조업,소기업,신보,K3,2020-03-26,3.08
8292,차환,도매 및 소매업,소기업,신보,K5,2020-03-26,3.13
8293,차환,도매 및 소매업,소기업,신보,K5,2020-03-26,3.18
8294,차환,제조업,중기업,신보,K5,2020-03-26,3.23
8295,차환,건설업,소기업,신보,K5,2020-03-26,3.23
8296,차환,제조업,중기업,신보,K6,2020-03-26,3.43
8297,차환,제조업,중기업,신보,K6,2020-03-26,3.48
8298,차환,제조업,중기업,신보,K6,2020-03-26,3.48
8299,차환,제조업,중기업,신보,K6,2020-03-26,3.48
8300,차환,도매 및 소매업,한시성중소기업,신보,K5,2020-03-26,3.53
8301,차환,건설업,중견기업,신평사,BB+,2020-03-26,3.53
8302,차환,제조업,중기업,신보,K7,2020-03-26,3.63
8303,차환,제조업,중기업,신보,K6,2020-03-26,3.63
8304,차환,제조업,중기업,신보,K7,2020-03-26,3.63
8305,차환,제조업,소기업,신보,K7,2020-03-26,3.73
8306,차환,제조업,중기업,신보,K7,2020-03-26,3.73
8307,차환,제조업,중기업,신보,K7,2020-03-26,3.73
8308,차환,도매 및 소매업,소기업,신보,K7,2020-03-26,3.73
8309,차환,도매 및 소매업,소기업,신보,K7,2020-03-26,3.73
8310,차환,도매 및 소매업,중기업,신보,K7,2020-03-26,3.73
8311,차환,제조업,중기업,신보,K7,2020-03-26,3.73
8312,차환,정보통신업,중기업,신보,K7,2020-03-26,3.73
8313,차환,도매 및 소매업,중기업,신보,K7,2020-03-26,3.73
8314,차환,제조업,소기업,신보,K7,2020-03-26,3.73
8315,차환,제조업,중기업,신보,K7,2020-03-26,3.73
8316,차환,제조업,중기업,신보,K7,2020-03-26,3.78
8317,차환,도매 및 소매업,소기업,신보,K7,2020-03-26,3.78
8318,차환,운수 및 창고업,중기업,신보,K7,2020-03-26,3.78
8319,차환,제조업,소기업,신보,K7,2020-03-26,3.78
8320,차환,도매 및 소매업,소기업,신보,K7,2020-03-26,3.78
8321,차환,도매 및 소매업,중기업,신보,K7,2020-03-26,3.78
8322,차환,도매 및 소매업,중기업,신보,K7,2020-03-26,3.78
8323,차환,도매 및 소매업,중기업,신보,K7,2020-03-26,3.78
8324,차환,도매 및 소매업,중기업,신보,K7,2020-03-26,3.78
8325,차환,제조업,소기업,신보,K7,2020-03-26,3.78
8326,차환,도매 및 소매업,중기업,신보,K8,2020-03-26,3.93
8327,차환,건설업,소기업,신보,K8,2020-03-26,3.93
8328,차환,제조업,소기업,신보,K8,2020-03-26,4.03
8329,차환,도매 및 소매업,중기업,신보,K8,2020-03-26,4.03
8330,차환,도매 및 소매업,중기업,신보,K8,2020-03-26,4.03
8331,차환,제조업,소기업,신보,K8,2020-03-26,4.03
8332,차환,건설업,소기업,신보,K8,2020-03-26,4.03
8333,차환,도매 및 소매업,중기업,신보,K8,2020-03-26,4.03
8334,차환,제조업,중견기업,신보,K7,2020-03-26,4.03
8335,차환,건설업,중기업,신보,K8,2020-03-26,4.03
8336,차환,도매 및 소매업,중기업,신보,K8,2020-03-26,4.03
8337,차환,제조업,중기업,신보,K7,2020-03-26,3.73
8338,차환,건설업,소기업,신보,K8,2020-03-26,4.03
8339,차환,도매 및 소매업,소기업,신보,K8,2020-03-26,4.03
8340,차환,도매 및 소매업,소기업,신보,K8,2020-03-26,4.08
8341,차환,도매 및 소매업,중기업,신보,K8,2020-03-26,4.08
8342,차환,제조업,소기업,신보,K8,2020-03-26,4.08
8343,차환,제조업,중기업,신보,K8,2020-03-26,4.08
8344,차환,도매 및 소매업,소기업,신보,K8,2020-03-26,4.08
8345,차환,제조업,소기업,신보,K8,2020-03-26,4.08
8346,차환,제조업,중기업,신보,K8,2020-03-26,4.08
8347,차환,제조업,중기업,신보,K8,2020-03-26,4.08
8348,차환,제조업,중기업,신보,K8,2020-03-26,4.08
8349,차환,건설업,소기업,신보,K8,2020-03-26,4.08
8350,차환,건설업,중기업,신보,K8,2020-03-26,4.08
8351,차환,제조업,중기업,신보,K8,2020-03-26,4.08
8352,차환,제조업,중기업,신보,K8,2020-03-26,4.08
8353,차환,제조업,중기업,신보,K8,2020-03-26,4.08
8354,차환,도매 및 소매업,중기업,신보,K8,2020-03-26,4.08
8355,차환,도매 및 소매업,소기업,신보,K9,2020-03-26,4.23
8356,차환,제조업,중기업,신보,K9,2020-03-26,4.23
8357,차환,"예술, 스포츠 및 여가관련 서비스업",소기업,신보,K8,2020-03-26,4.28
8358,차환,건설업,중기업,신보,K9,2020-03-26,4.33
8359,차환,제조업,소기업,신보,K9,2020-03-26,4.33
8360,차환,도매 및 소매업,중견기업,신보,K8,2020-03-26,4.33
8361,차환,운수 및 창고업,중기업,신보,K9,2020-03-26,4.33
8362,차환,도매 및 소매업,중기업,신보,K9,2020-03-26,4.33
8363,차환,제조업,소기업,신보,K9,2020-03-26,4.38
8364,차환,운수 및 창고업,소기업,신보,K9,2020-03-26,4.38
8365,차환,"사업시설 관리, 사업 지원 및 임대 서비스업",중기업,신보,K9,2020-03-26,4.38
8366,차환,제조업,중기업,신보,K9,2020-03-26,4.38
8367,차환,제조업,중기업,신보,K9,2020-03-26,4.38
8368,차환,도매 및 소매업,중기업,신보,K9,2020-03-26,4.38
8369,차환,제조업,중기업,신보,K9,2020-03-26,4.38
8370,차환,제조업,소기업,신보,K9,2020-03-26,4.58
8371,차환,제조업,중기업,신보,K9,2020-03-26,4.58
8372,차환,제조업,중기업,신보,K9,2020-03-26,4.58
8373,차환,제조업,중견기업,신보,K9,2020-03-26,4.63
8374,차환,운수 및 창고업,한시성중소기업,신보,K9,2020-03-26,4.63
8375,차환,도매 및 소매업,중기업,신보,K10,2020-03-26,4.63
8376,차환,제조업,중기업,신보,K10,2020-03-26,4.68
8377,차환,도매 및 소매업,중기업,신보,K10,2020-03-26,4.68
8378,차환,도매 및 소매업,중기업,신보,K10,2020-03-26,4.68
8379,차환,"사업시설 관리, 사업 지원 및 임대 서비스업",중기업,신보,K11,2020-03-26,4.88
8380,차환,제조업,소기업,신보,K11,2020-03-26,4.93
8381,차환,도매 및 소매업,중기업,신보,K11,2020-03-26,4.93
8382,차환,제조업,소기업,신보,K11,2020-03-26,4.98
8383,차환,도매 및 소매업,중기업,신보,K11,2020-03-26,4.98
8384,차환,도매 및 소매업,소기업,신보,K11,2020-03-26,4.98
8385,차환,제조업,중기업,신보,K11,2020-03-26,4.98
8386,차환,제조업,중기업,신보,K11,2020-03-26,4.98
8387,차환,제조업,소기업,신보,K11,2020-03-26,4.98
8388,차환,도매 및 소매업,소기업,신보,K11,2020-03-26,4.98
8389,차환,도매 및 소매업,중기업,신보,K11,2020-03-26,4.98
8390,차환,제조업,소기업,신보,K11,2020-03-26,5.13
8391,차환,제조업,소기업,신보,K11,2020-03-26,5.18
8392,차환,제조업,소기업,신보,K11,2020-03-26,5.18
8393,차환,도매 및 소매업,중기업,신보,K12,2020-03-26,5.23
8394,차환,도매 및 소매업,소기업,신보,K12,2020-03-26,5.23
